fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
001569-5;2024;69;13;82;True;True
015215-3;2024;81;0;81;True;False
005508-5;2025;78;2;80;True;True
004494-6;2024;77;1;78;True;True
005535-2;2025;59;18;77;True;True
017088-7;2023;72;3;75;True;True
001542-3;2024;57;15;72;True;True
001509-1;2023;44;25;69;True;True
025266-2;2023;62;7;69;True;True
004515-2;2024;65;2;67;True;True
015244-7;2024;67;0;67;True;False
001494-0;2023;56;9;65;True;True
005543-3;2024;26;39;65;True;True
004541-1;2025;59;0;59;True;False
005538-7;2025;41;18;59;True;True
017088-7;2025;56;2;58;True;True
025300-6;2024;57;1;58;True;True
004517-9;2023;54;3;57;True;True
004525-0;2025;57;0;57;True;False
004503-9;2023;55;0;55;True;False
004525-0;2023;55;0;55;True;False
017081-0;2023;54;1;55;True;True
001505-9;2025;53;0;53;True;False
004516-0;2025;53;0;53;True;False
017035-6;2021;53;0;53;True;False
004494-6;2023;52;0;52;True;False
017071-2;2022;47;4;51;True;True
023186-0;2024;50;1;51;True;True
005527-1;2023;49;1;50;True;True
005484-4;2024;49;0;49;True;False
001531-8;2025;44;4;48;True;True
005492-5;2023;46;2;48;True;True
001554-7;2024;41;4;45;True;True
002203-9;2025;0;45;45;False;True
004538-1;2023;45;0;45;True;False
005508-5;2023;44;0;44;True;False
024263-2;2024;44;0;44;True;False
001558-0;2024;42;1;43;True;True
015165-3;2024;43;0;43;True;False
017081-0;2024;43;0;43;True;False
025267-0;2025;1;42;43;True;True
001542-3;2025;40;1;41;True;True
005485-2;2024;40;1;41;True;True
005528-0;2024;38;1;39;True;True
004501-2;2024;36;2;38;True;True
005527-1;2024;26;12;38;True;True
017085-2;2024;8;30;38;True;True
001554-7;2025;36;1;37;True;True
004516-0;2024;37;0;37;True;False
017081-0;2025;37;0;37;True;False
011232-1;2025;35;0;35;True;False
005508-5;2022;34;0;34;True;False
025328-6;2025;0;34;34;False;True
001538-5;2024;31;2;33;True;True
001538-5;2025;32;0;32;True;False
001505-9;2023;31;0;31;True;False
001544-0;2025;7;24;31;True;True
004413-0;2024;30;1;31;True;True
004532-2;2024;31;0;31;True;False
004541-1;2024;30;0;30;True;False
005542-5;2024;24;6;30;True;True
015217-0;2024;29;1;30;True;True
011223-2;2025;24;5;29;True;True
023187-8;2024;29;0;29;True;False
025322-7;2024;29;0;29;True;False
005536-0;2024;28;0;28;True;False
005542-5;2025;27;1;28;True;True
015235-8;2024;28;0;28;True;False
005459-3;2023;27;0;27;True;False
005509-3;2023;27;0;27;True;False
025290-5;2024;1;26;27;True;True
005526-3;2023;24;0;24;True;False
017082-8;2023;24;0;24;True;False
001530-0;2025;22;1;23;True;True
001536-9;2025;0;23;23;False;True
001558-0;2025;21;1;22;True;True
015235-8;2025;21;1;22;True;True
001453-2;2024;20;1;21;True;True
004518-7;2023;21;0;21;True;False
005536-0;2025;19;2;21;True;True
001555-5;2024;20;0;20;True;False
001558-0;2023;20;0;20;True;False
002111-3;2023;19;1;20;True;True
004540-3;2024;20;0;20;True;False
005538-7;2023;0;20;20;False;True
001538-5;2023;18;1;19;True;True
004500-4;2024;19;0;19;True;False
005490-9;2023;18;1;19;True;True
015200-5;2024;19;0;19;True;False
017088-7;2022;17;2;19;True;True
096002-0;2025;19;0;19;True;False
004501-2;2025;13;5;18;True;True
004515-2;2025;16;2;18;True;True
004532-2;2025;18;0;18;True;False
008279-1;2024;18;0;18;True;False
004395-8;2024;17;0;17;True;False
001531-8;2023;16;0;16;True;False
001542-3;2023;12;4;16;True;True
011223-2;2023;15;1;16;True;True
001530-0;2024;15;0;15;True;False
004515-2;2023;15;0;15;True;False
005543-3;2025;10;5;15;True;True
015236-6;2025;13;2;15;True;True
023187-8;2023;15;0;15;True;False
005526-3;2021;14;0;14;True;False
015233-1;2024;14;0;14;True;False
023180-0;2024;14;0;14;True;False
001453-2;2023;13;0;13;True;False
004522-5;2023;13;0;13;True;False
005526-3;2022;13;0;13;True;False
009172-3;2022;13;0;13;True;False
015190-4;2024;12;1;13;True;True
015218-8;2024;10;3;13;True;True
015237-4;2025;11;2;13;True;True
017070-4;2022;13;0;13;True;False
017081-0;2022;13;0;13;True;False
004502-0;2022;11;1;12;True;True
004513-6;2023;12;0;12;True;False
005493-3;2022;12;0;12;True;False
005528-0;2022;12;0;12;True;False
024264-0;2023;12;0;12;True;False
025327-8;2025;0;12;12;False;True
001526-1;2022;10;1;11;True;True
004504-7;2023;11;0;11;True;False
015214-5;2024;11;0;11;True;False
025266-2;2022;11;0;11;True;False
001554-7;2023;10;0;10;True;False
002142-3;2024;9;1;10;True;True
004413-0;2023;7;3;10;True;True
004519-5;2025;7;3;10;True;True
005525-5;2023;7;3;10;True;True
015202-1;2024;10;0;10;True;False
015213-7;2024;10;0;10;True;False
025322-7;2025;10;0;10;True;False
001544-0;2023;7;2;9;True;True
002207-1;2024;0;9;9;False;True
005485-2;2022;9;0;9;True;False
005485-2;2025;8;1;9;True;True
015238-2;2024;9;0;9;True;False
015243-9;2025;9;0;9;True;False
017080-1;2023;9;0;9;True;False
025267-0;2023;9;0;9;True;False
025300-6;2023;9;0;9;True;False
001461-3;2022;5;3;8;True;True
004395-8;2023;8;0;8;True;False
004512-8;2025;8;0;8;True;False
015206-4;2022;8;0;8;True;False
017082-8;2025;8;0;8;True;False
017085-2;2023;8;0;8;True;False
025290-5;2023;6;2;8;True;True
095005-0;2024;7;1;8;True;True
004512-8;2024;7;0;7;True;False
004529-2;2023;7;0;7;True;False
005509-3;2022;7;0;7;True;False
005540-9;2023;2;5;7;True;True
015237-4;2024;6;1;7;True;True
017070-4;2023;6;1;7;True;True
024249-7;2023;6;1;7;True;True
024249-7;2024;5;2;7;True;True
025313-8;2025;5;2;7;True;True
025331-6;2025;0;7;7;False;True
001494-0;2022;6;0;6;True;False
004512-8;2023;6;0;6;True;False
004540-3;2023;6;0;6;True;False
005542-5;2023;5;1;6;True;True
011224-0;2024;5;1;6;True;True
011230-5;2025;6;0;6;True;False
015165-3;2023;6;0;6;True;False
017070-4;2025;6;0;6;True;False
017075-5;2022;6;0;6;True;False
017075-5;2023;6;0;6;True;False
025267-0;2024;2;4;6;True;True
001453-2;2025;5;0;5;True;False
001553-9;2023;5;0;5;True;False
001557-1;2024;5;0;5;True;False
002203-9;2024;1;4;5;True;True
004470-9;2023;5;0;5;True;False
004525-0;2021;5;0;5;True;False
004525-0;2022;5;0;5;True;False
005484-4;2025;5;0;5;True;False
005489-5;2021;4;1;5;True;True
005491-7;2022;4;1;5;True;True
005510-7;2023;5;0;5;True;False
005533-6;2023;5;0;5;True;False
005534-4;2025;5;0;5;True;False
009164-2;2022;5;0;5;True;False
009164-2;2024;5;0;5;True;False
011226-7;2024;4;1;5;True;True
015164-5;2022;4;1;5;True;True
015206-4;2024;5;0;5;True;False
015209-9;2024;5;0;5;True;False
015215-3;2023;5;0;5;True;False
015242-0;2024;5;0;5;True;False
017080-1;2022;5;0;5;True;False
029159-5;2024;4;1;5;True;True
001556-3;2024;4;0;4;True;False
001561-0;2025;4;0;4;True;False
002111-3;2024;4;0;4;True;False
002168-7;2024;0;4;4;False;True
004470-9;2022;4;0;4;True;False
004500-4;2025;4;0;4;True;False
004501-2;2023;4;0;4;True;False
004518-7;2022;4;0;4;True;False
004542-0;2025;4;0;4;True;False
004550-0;2025;4;0;4;True;False
005484-4;2022;4;0;4;True;False
005484-4;2023;4;0;4;True;False
005531-0;2025;4;0;4;True;False
008279-1;2023;4;0;4;True;False
011197-0;2024;4;0;4;True;False
015168-8;2022;4;0;4;True;False
015201-3;2024;4;0;4;True;False
015206-4;2023;4;0;4;True;False
015214-5;2023;3;1;4;True;True
017080-1;2024;4;0;4;True;False
023161-4;2024;0;4;4;False;True
001453-2;2022;3;0;3;True;False
001487-7;2022;3;0;3;True;False
001505-9;2022;3;0;3;True;False
001506-7;2022;2;1;3;True;True
001509-1;2022;2;1;3;True;True
001530-0;2023;3;0;3;True;False
002182-2;2024;2;1;3;True;True
003363-4;2023;3;0;3;True;False
004511-0;2025;0;3;3;False;True
004529-2;2024;3;0;3;True;False
004539-0;2024;3;0;3;True;False
004540-3;2025;3;0;3;True;False
004542-0;2024;3;0;3;True;False
005479-8;2022;3;0;3;True;False
005483-6;2023;3;0;3;True;False
005506-9;2023;3;0;3;True;False
005509-3;2021;3;0;3;True;False
005510-7;2022;3;0;3;True;False
005527-1;2022;3;0;3;True;False
008256-2;2023;3;0;3;True;False
008256-2;2024;3;0;3;True;False
008280-5;2023;3;0;3;True;False
008287-2;2023;3;0;3;True;False
011216-0;2024;1;2;3;True;True
011222-4;2024;3;0;3;True;False
011224-0;2023;2;1;3;True;True
015190-4;2023;3;0;3;True;False
015203-0;2024;3;0;3;True;False
015212-9;2024;3;0;3;True;False
015217-0;2023;3;0;3;True;False
015242-0;2025;2;1;3;True;True
017045-3;2021;2;1;3;True;True
017070-4;2024;2;1;3;True;True
017074-7;2024;3;0;3;True;False
017077-1;2022;3;0;3;True;False
017082-8;2024;3;0;3;True;False
022164-3;2023;2;1;3;True;True
023175-4;2024;1;2;3;True;True
023181-9;2024;3;0;3;True;False
024176-8;2023;3;0;3;True;False
025301-4;2023;3;0;3;True;False
025313-8;2023;3;0;3;True;False
025319-7;2024;3;0;3;True;False
083016-0;2024;3;0;3;True;False
093004-0;2023;3;0;3;True;False
001494-0;2021;2;0;2;True;False
001508-3;2022;2;0;2;True;False
001537-7;2022;2;0;2;True;False
001542-3;2022;2;0;2;True;False
002181-4;2024;0;2;2;False;True
002183-0;2024;2;0;2;True;False
002200-4;2023;2;0;2;True;False
002201-2;2023;2;0;2;True;False
003421-5;2023;2;0;2;True;False
003433-9;2023;2;0;2;True;False
003478-9;2025;2;0;2;True;False
003481-9;2023;2;0;2;True;False
004397-4;2024;2;0;2;True;False
004397-4;2025;2;0;2;True;False
004514-4;2023;2;0;2;True;False
004514-4;2024;1;1;2;True;True
004519-5;2021;2;0;2;True;False
004520-9;2020;2;0;2;True;False
004533-0;2023;2;0;2;True;False
005472-0;2023;2;0;2;True;False
005485-2;2023;2;0;2;True;False
005508-5;2021;2;0;2;True;False
005533-6;2025;2;0;2;True;False
005535-2;2023;1;1;2;True;True
005537-9;2024;1;1;2;True;True
005547-6;2024;2;0;2;True;False
008249-0;2023;1;1;2;True;True
008250-3;2020;2;0;2;True;False
008259-7;2020;2;0;2;True;False
008289-9;2024;2;0;2;True;False
008302-0;2024;2;0;2;True;False
009213-4;2024;2;0;2;True;False
009254-1;2022;2;0;2;True;False
011198-8;2023;2;0;2;True;False
011224-0;2025;1;1;2;True;True
015174-2;2022;2;0;2;True;False
015205-6;2024;2;0;2;True;False
015209-9;2022;2;0;2;True;False
015212-9;2025;2;0;2;True;False
015216-1;2024;2;0;2;True;False
015218-8;2023;1;1;2;True;True
015243-9;2024;2;0;2;True;False
017047-0;2021;2;0;2;True;False
017074-7;2025;2;0;2;True;False
017083-6;2023;2;0;2;True;False
017083-6;2025;2;0;2;True;False
022189-9;2023;2;0;2;True;False
023178-9;2022;2;0;2;True;False
023187-8;2025;2;0;2;True;False
025196-8;2021;2;0;2;True;False
025279-4;2023;2;0;2;True;False
025312-0;2025;2;0;2;True;False
025325-1;2025;0;2;2;False;True
093012-1;2023;1;1;2;True;True
093013-0;2024;2;0;2;True;False
096001-2;2024;2;0;2;True;False
001424-9;2021;1;0;1;True;False
001502-4;2021;1;0;1;True;False
001520-2;2021;1;0;1;True;False
001526-1;2021;1;0;1;True;False
001527-0;2025;1;0;1;True;False
001531-8;2021;0;1;1;False;True
001531-8;2022;1;0;1;True;False
001536-9;2022;0;1;1;False;True
001538-5;2022;1;0;1;True;False
001539-3;2025;1;0;1;True;False
001541-5;2022;1;0;1;True;False
001543-1;2023;1;0;1;True;False
001555-5;2023;1;0;1;True;False
001556-3;2023;1;0;1;True;False
001556-3;2025;1;0;1;True;False
001574-1;2025;1;0;1;True;False
001578-4;2025;0;1;1;False;True
002015-0;2024;1;0;1;True;False
002112-1;2023;1;0;1;True;False
002112-1;2024;1;0;1;True;False
002173-3;2023;1;0;1;True;False
002182-2;2023;1;0;1;True;False
002200-4;2024;1;0;1;True;False
002201-2;2022;1;0;1;True;False
002201-2;2024;1;0;1;True;False
002204-7;2024;1;0;1;True;False
003426-6;2023;1;0;1;True;False
003481-9;2022;1;0;1;True;False
004473-3;2020;1;0;1;True;False
004516-0;2023;1;0;1;True;False
004517-9;2022;1;0;1;True;False
004529-2;2022;1;0;1;True;False
004532-2;2023;1;0;1;True;False
004533-0;2022;1;0;1;True;False
004539-0;2025;1;0;1;True;False
004541-1;2023;1;0;1;True;False
005479-8;2021;1;0;1;True;False
005483-6;2024;1;0;1;True;False
005485-2;2021;1;0;1;True;False
005489-5;2019;1;0;1;True;False
005491-7;2021;1;0;1;True;False
005492-5;2022;1;0;1;True;False
005500-0;2022;1;0;1;True;False
005502-6;2022;1;0;1;True;False
005521-2;2025;1;0;1;True;False
005531-0;2024;1;0;1;True;False
005532-8;2023;1;0;1;True;False
005540-9;2026;0;1;1;False;True
005546-8;2025;1;0;1;True;False
008245-7;2022;1;0;1;True;False
008247-3;2021;1;0;1;True;False
008248-1;2021;1;0;1;True;False
008250-3;2023;1;0;1;True;False
008256-2;2020;1;0;1;True;False
008259-7;2022;1;0;1;True;False
008275-9;2024;1;0;1;True;False
008278-3;2024;1;0;1;True;False
008279-1;2022;1;0;1;True;False
008284-8;2023;1;0;1;True;False
008284-8;2024;1;0;1;True;False
008285-6;2023;1;0;1;True;False
008288-0;2023;1;0;1;True;False
009213-4;2022;1;0;1;True;False
009213-4;2023;1;0;1;True;False
009236-3;2023;1;0;1;True;False
009239-8;2022;1;0;1;True;False
009266-5;2022;1;0;1;True;False
009271-1;2021;1;0;1;True;False
011197-0;2023;1;0;1;True;False
011198-8;2022;1;0;1;True;False
011216-0;2023;0;1;1;False;True
015138-6;2022;1;0;1;True;False
015164-5;2020;0;1;1;False;True
015164-5;2021;0;1;1;False;True
015200-5;2022;1;0;1;True;False
015200-5;2023;1;0;1;True;False
015204-8;2022;1;0;1;True;False
015210-2;2022;0;1;1;False;True
015213-7;2023;1;0;1;True;False
015219-6;2024;1;0;1;True;False
015238-2;2025;1;0;1;True;False
017034-8;2021;1;0;1;True;False
017046-1;2021;1;0;1;True;False
017077-1;2023;1;0;1;True;False
017078-0;2023;1;0;1;True;False
017086-0;2025;0;1;1;False;True
017087-9;2024;1;0;1;True;False
017096-8;2025;1;0;1;True;False
021462-0;2022;1;0;1;True;False
022158-9;2023;1;0;1;True;False
022170-8;2023;1;0;1;True;False
022178-3;2024;1;0;1;True;False
022181-3;2023;1;0;1;True;False
022189-9;2024;1;0;1;True;False
023160-6;2022;0;1;1;False;True
023160-6;2025;0;1;1;False;True
023178-9;2023;0;1;1;False;True
023189-4;2025;1;0;1;True;False
024176-8;2022;1;0;1;True;False
024207-1;2021;1;0;1;True;False
024215-2;2022;1;0;1;True;False
024215-2;2023;1;0;1;True;False
024245-4;2022;1;0;1;True;False
024249-7;2022;1;0;1;True;False
024260-8;2024;0;1;1;False;True
024263-2;2023;1;0;1;True;False
025196-8;2022;1;0;1;True;False
025205-0;2023;1;0;1;True;False
025205-0;2024;1;0;1;True;False
025231-0;2022;1;0;1;True;False
025266-2;2020;1;0;1;True;False
025289-1;2023;1;0;1;True;False
025291-3;2022;1;0;1;True;False
025307-3;2022;1;0;1;True;False
025309-0;2023;1;0;1;True;False
025313-8;2024;1;0;1;True;False
025317-0;2023;1;0;1;True;False
025319-7;2023;1;0;1;True;False
025324-3;2025;1;0;1;True;False
029145-5;2021;1;0;1;True;False
029154-4;2023;1;0;1;True;False
029157-9;2023;1;0;1;True;False
029157-9;2024;1;0;1;True;False
033186-4;2022;0;1;1;False;True
080035-0;2023;1;0;1;True;False
095001-7;2022;0;1;1;False;True
095005-0;2025;1;0;1;True;False
095006-8;2025;1;0;1;True;False
095007-6;2024;1;0;1;True;False
095008-4;2024;1;0;1;True;False
096002-0;2024;1;0;1;True;False
096003-9;2025;1;0;1;True;False
