fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
004494-6;2025;67;0;67;True;False
015236-6;2024;63;1;64;True;True
001558-0;2024;62;0;62;True;False
005508-5;2022;60;1;61;True;True
004503-9;2023;59;0;59;True;False
001509-1;2024;41;17;58;True;True
004541-1;2025;57;0;57;True;False
005527-1;2023;56;1;57;True;True
005543-3;2024;8;49;57;True;True
017035-6;2021;57;0;57;True;False
001509-1;2023;43;12;55;True;True
015244-7;2024;53;1;54;True;True
011232-1;2025;53;0;53;True;False
001538-5;2024;51;1;52;True;True
025300-6;2024;52;0;52;True;False
004502-0;2025;50;1;51;True;True
005508-5;2023;49;1;50;True;True
005510-7;2025;5;42;47;True;True
005484-4;2024;46;0;46;True;False
024263-2;2024;46;0;46;True;False
004516-0;2024;45;0;45;True;False
005509-3;2025;14;30;44;True;True
004501-2;2024;42;1;43;True;True
004541-1;2024;42;0;42;True;False
004538-1;2023;41;0;41;True;False
005492-5;2023;41;0;41;True;False
005536-0;2024;40;1;41;True;True
004516-0;2025;40;0;40;True;False
005542-5;2024;33;6;39;True;True
001453-2;2024;34;2;36;True;True
025290-5;2024;0;36;36;False;True
001531-8;2025;34;1;35;True;True
004517-9;2023;31;4;35;True;True
005459-3;2023;35;0;35;True;False
001505-9;2025;33;0;33;True;False
005526-3;2023;32;1;33;True;True
004515-2;2024;29;3;32;True;True
011223-2;2023;31;1;32;True;True
017081-0;2023;31;1;32;True;True
017081-0;2024;31;1;32;True;True
001554-7;2024;21;10;31;True;True
004540-3;2024;31;0;31;True;False
025327-8;2025;0;31;31;False;True
001554-7;2025;29;1;30;True;True
001569-5;2025;29;1;30;True;True
004525-0;2025;28;2;30;True;True
005485-2;2024;27;3;30;True;True
015235-8;2025;29;0;29;True;False
004494-6;2023;28;0;28;True;False
011223-2;2025;27;1;28;True;True
015200-5;2024;28;0;28;True;False
015217-0;2024;25;3;28;True;True
017085-2;2024;7;21;28;True;True
001531-8;2023;24;3;27;True;True
004518-7;2023;26;1;27;True;True
005527-1;2024;21;6;27;True;True
025322-7;2024;27;0;27;True;False
096002-0;2025;27;0;27;True;False
005508-5;2025;24;2;26;True;True
005528-0;2024;23;3;26;True;True
015236-6;2025;24;2;26;True;True
025290-5;2025;0;26;26;False;True
001538-5;2023;24;1;25;True;True
001558-0;2023;24;1;25;True;True
017081-0;2025;24;1;25;True;True
025267-0;2025;1;24;25;True;True
017088-7;2022;23;1;24;True;True
001453-2;2023;22;1;23;True;True
001505-9;2023;23;0;23;True;False
005490-9;2023;21;2;23;True;True
002111-3;2023;22;0;22;True;False
004532-2;2025;22;0;22;True;False
001544-0;2025;5;16;21;True;True
004522-5;2023;21;0;21;True;False
015165-3;2024;20;1;21;True;True
015235-8;2024;21;0;21;True;False
023187-8;2023;21;0;21;True;False
004395-8;2024;20;0;20;True;False
005538-7;2025;18;2;20;True;True
017080-1;2023;19;1;20;True;True
001526-1;2022;18;1;19;True;True
001555-5;2024;19;0;19;True;False
004519-5;2023;19;0;19;True;False
008279-1;2024;19;0;19;True;False
025266-2;2023;7;12;19;True;True
001536-9;2025;3;15;18;True;True
001544-0;2023;17;1;18;True;True
002203-9;2025;0;18;18;False;True
004413-0;2024;14;3;17;True;True
004501-2;2025;10;7;17;True;True
015215-3;2023;16;0;16;True;False
017070-4;2022;16;0;16;True;False
002111-3;2024;1;14;15;True;True
004515-2;2025;13;2;15;True;True
015214-5;2024;15;0;15;True;False
017088-7;2025;15;0;15;True;False
023180-0;2024;15;0;15;True;False
025313-8;2023;15;0;15;True;False
017082-8;2023;14;0;14;True;False
024249-7;2024;6;8;14;True;True
001542-3;2023;8;5;13;True;True
001554-7;2023;12;1;13;True;True
002168-7;2024;0;13;13;False;True
004504-7;2023;13;0;13;True;False
005510-7;2023;13;0;13;True;False
005534-4;2024;13;0;13;True;False
005542-5;2025;13;0;13;True;False
001509-1;2022;9;3;12;True;True
004519-5;2025;5;7;12;True;True
005509-3;2023;11;1;12;True;True
005538-7;2023;0;12;12;False;True
015202-1;2024;12;0;12;True;False
024176-8;2023;12;0;12;True;False
001558-0;2025;11;0;11;True;False
004540-3;2023;11;0;11;True;False
009172-3;2022;11;0;11;True;False
015218-8;2024;9;2;11;True;True
023187-8;2024;11;0;11;True;False
001530-0;2024;10;0;10;True;False
001553-9;2023;9;1;10;True;True
004413-0;2023;9;1;10;True;True
015165-3;2023;10;0;10;True;False
015237-4;2025;8;2;10;True;True
017070-4;2023;10;0;10;True;False
017085-2;2023;10;0;10;True;False
024249-7;2023;10;0;10;True;False
001530-0;2023;9;0;9;True;False
004395-8;2023;9;0;9;True;False
004502-0;2022;9;0;9;True;False
004515-2;2023;9;0;9;True;False
004529-2;2023;9;0;9;True;False
005543-3;2025;4;5;9;True;True
015233-1;2024;9;0;9;True;False
017081-0;2022;9;0;9;True;False
001461-3;2022;5;3;8;True;True
001494-0;2022;8;0;8;True;False
001530-0;2025;8;0;8;True;False
001542-3;2022;7;1;8;True;True
001542-3;2025;8;0;8;True;False
005491-7;2022;8;0;8;True;False
005525-5;2023;8;0;8;True;False
015209-9;2024;8;0;8;True;False
015237-4;2024;6;2;8;True;True
017075-5;2023;6;2;8;True;True
025266-2;2022;8;0;8;True;False
025267-0;2024;5;3;8;True;True
002111-3;2022;7;0;7;True;False
002207-1;2024;0;7;7;False;True
004470-9;2023;7;0;7;True;False
005528-0;2022;7;0;7;True;False
015213-7;2024;7;0;7;True;False
017082-8;2025;7;0;7;True;False
024264-0;2023;4;3;7;True;True
025325-1;2025;3;4;7;True;True
001538-5;2025;6;0;6;True;False
004501-2;2023;6;0;6;True;False
005485-2;2022;6;0;6;True;False
005509-3;2022;6;0;6;True;False
005526-3;2021;6;0;6;True;False
005533-6;2023;6;0;6;True;False
015190-4;2024;6;0;6;True;False
017080-1;2022;6;0;6;True;False
022164-3;2023;4;2;6;True;True
095005-0;2024;6;0;6;True;False
001557-1;2024;5;0;5;True;False
004413-0;2022;5;0;5;True;False
004525-0;2021;5;0;5;True;False
004532-2;2023;5;0;5;True;False
004539-0;2024;5;0;5;True;False
005484-4;2025;5;0;5;True;False
005536-0;2025;4;1;5;True;True
005542-5;2023;5;0;5;True;False
015206-4;2024;5;0;5;True;False
015214-5;2023;5;0;5;True;False
015218-8;2023;5;0;5;True;False
015243-9;2025;3;2;5;True;True
017070-4;2024;1;4;5;True;True
017075-5;2022;2;3;5;True;True
023161-4;2024;0;5;5;False;True
023178-9;2022;4;1;5;True;True
025300-6;2023;5;0;5;True;False
001453-2;2022;4;0;4;True;False
001494-0;2021;4;0;4;True;False
002201-2;2024;0;4;4;False;True
004470-9;2022;4;0;4;True;False
004516-0;2023;4;0;4;True;False
004542-0;2024;4;0;4;True;False
005508-5;2021;4;0;4;True;False
005532-8;2023;3;1;4;True;True
005533-6;2025;4;0;4;True;False
008256-2;2023;4;0;4;True;False
008279-1;2023;4;0;4;True;False
011224-0;2023;2;2;4;True;True
015206-4;2022;4;0;4;True;False
015238-2;2024;4;0;4;True;False
017083-6;2023;2;2;4;True;True
025196-8;2023;4;0;4;True;False
025313-8;2025;4;0;4;True;False
001453-2;2025;2;1;3;True;True
001519-9;2024;3;0;3;True;False
002203-9;2024;1;2;3;True;True
004512-8;2025;3;0;3;True;False
005483-6;2023;3;0;3;True;False
005484-4;2023;3;0;3;True;False
005489-5;2021;3;0;3;True;False
005493-3;2022;3;0;3;True;False
005509-3;2021;3;0;3;True;False
005510-7;2022;3;0;3;True;False
005537-9;2025;1;2;3;True;True
005543-3;2023;3;0;3;True;False
008250-3;2020;3;0;3;True;False
008256-2;2024;3;0;3;True;False
008280-5;2023;3;0;3;True;False
008287-2;2023;3;0;3;True;False
009165-0;2024;3;0;3;True;False
011198-8;2023;3;0;3;True;False
011222-4;2024;3;0;3;True;False
015190-4;2023;3;0;3;True;False
015201-3;2024;3;0;3;True;False
015242-0;2024;3;0;3;True;False
017070-4;2025;3;0;3;True;False
017080-1;2024;3;0;3;True;False
022170-8;2023;3;0;3;True;False
023189-4;2023;3;0;3;True;False
025196-8;2021;3;0;3;True;False
025205-0;2023;3;0;3;True;False
025303-0;2023;3;0;3;True;False
025319-7;2024;2;1;3;True;True
025322-7;2025;3;0;3;True;False
093013-0;2024;3;0;3;True;False
001487-7;2022;2;0;2;True;False
001487-7;2023;2;0;2;True;False
001531-8;2021;1;1;2;True;True
001531-8;2022;2;0;2;True;False
001538-5;2022;2;0;2;True;False
001557-1;2025;0;2;2;False;True
002168-7;2023;2;0;2;True;False
002181-4;2024;0;2;2;False;True
003433-9;2023;2;0;2;True;False
004397-4;2024;2;0;2;True;False
004511-0;2025;0;2;2;False;True
004512-8;2024;2;0;2;True;False
004514-4;2024;1;1;2;True;True
004518-7;2022;2;0;2;True;False
004520-9;2020;2;0;2;True;False
004525-0;2022;2;0;2;True;False
004529-2;2022;2;0;2;True;False
004541-1;2023;2;0;2;True;False
005408-9;2023;0;2;2;False;True
005484-4;2022;2;0;2;True;False
005490-9;2022;2;0;2;True;False
005492-5;2022;2;0;2;True;False
005506-9;2023;2;0;2;True;False
005526-3;2022;2;0;2;True;False
005527-1;2022;2;0;2;True;False
005534-4;2025;2;0;2;True;False
005537-9;2024;0;2;2;False;True
005546-8;2025;1;1;2;True;True
005547-6;2024;2;0;2;True;False
008249-0;2023;2;0;2;True;False
008258-9;2020;2;0;2;True;False
009213-4;2024;2;0;2;True;False
011197-0;2024;2;0;2;True;False
011226-7;2023;2;0;2;True;False
015168-8;2022;1;1;2;True;True
015203-0;2024;2;0;2;True;False
015208-0;2024;2;0;2;True;False
015213-7;2023;2;0;2;True;False
015226-9;2023;0;2;2;False;True
017037-2;2021;1;1;2;True;True
017046-1;2021;2;0;2;True;False
017082-8;2024;2;0;2;True;False
021497-3;2024;2;0;2;True;False
022189-9;2023;2;0;2;True;False
023163-0;2022;0;2;2;False;True
023178-9;2023;0;2;2;False;True
023181-9;2024;2;0;2;True;False
024215-2;2023;2;0;2;True;False
024260-8;2024;2;0;2;True;False
025331-6;2025;0;2;2;False;True
073029-7;2023;0;2;2;False;True
001424-9;2021;0;1;1;False;True
001461-3;2021;1;0;1;True;False
001498-2;2019;1;0;1;True;False
001505-9;2022;1;0;1;True;False
001506-7;2022;1;0;1;True;False
001520-2;2022;1;0;1;True;False
001527-0;2024;1;0;1;True;False
001539-3;2024;1;0;1;True;False
001556-3;2023;1;0;1;True;False
001556-3;2024;1;0;1;True;False
001557-1;2023;1;0;1;True;False
002015-0;2023;1;0;1;True;False
002015-0;2024;1;0;1;True;False
002160-1;2020;1;0;1;True;False
002181-4;2023;1;0;1;True;False
002200-4;2024;1;0;1;True;False
002200-4;2025;1;0;1;True;False
002218-7;2024;1;0;1;True;False
003363-4;2023;1;0;1;True;False
003426-6;2023;1;0;1;True;False
003463-0;2019;1;0;1;True;False
003465-7;2021;1;0;1;True;False
003481-9;2022;1;0;1;True;False
003482-7;2022;1;0;1;True;False
004397-4;2022;1;0;1;True;False
004417-2;2025;0;1;1;False;True
004470-9;2020;1;0;1;True;False
004500-4;2024;1;0;1;True;False
004501-2;2020;1;0;1;True;False
004502-0;2020;1;0;1;True;False
004502-0;2021;1;0;1;True;False
004503-9;2021;1;0;1;True;False
004503-9;2022;1;0;1;True;False
004509-8;2023;1;0;1;True;False
004512-8;2022;0;1;1;False;True
004514-4;2025;0;1;1;False;True
004517-9;2021;0;1;1;False;True
004517-9;2022;1;0;1;True;False
004533-0;2023;1;0;1;True;False
004540-3;2025;1;0;1;True;False
004542-0;2025;1;0;1;True;False
005472-0;2023;1;0;1;True;False
005483-6;2024;1;0;1;True;False
005485-2;2025;1;0;1;True;False
005490-9;2021;1;0;1;True;False
005500-0;2021;1;0;1;True;False
005500-0;2022;1;0;1;True;False
005508-5;2020;1;0;1;True;False
005521-2;2021;1;0;1;True;False
005525-5;2022;1;0;1;True;False
005531-0;2023;1;0;1;True;False
005535-2;2023;0;1;1;False;True
005540-9;2023;1;0;1;True;False
008230-9;2019;1;0;1;True;False
008238-4;2023;1;0;1;True;False
008250-3;2023;1;0;1;True;False
008259-7;2022;1;0;1;True;False
008275-9;2024;1;0;1;True;False
008278-3;2024;1;0;1;True;False
008279-1;2022;1;0;1;True;False
008284-8;2023;1;0;1;True;False
008284-8;2024;1;0;1;True;False
008289-9;2024;1;0;1;True;False
008302-0;2024;1;0;1;True;False
009164-2;2022;1;0;1;True;False
009164-2;2023;1;0;1;True;False
009165-0;2022;1;0;1;True;False
009172-3;2021;0;1;1;False;True
009227-4;2021;1;0;1;True;False
009239-8;2022;1;0;1;True;False
009254-1;2022;1;0;1;True;False
011197-0;2023;1;0;1;True;False
011224-0;2024;1;0;1;True;False
014063-5;2023;1;0;1;True;False
015138-6;2022;1;0;1;True;False
015164-5;2022;1;0;1;True;False
015200-5;2025;1;0;1;True;False
015204-8;2022;1;0;1;True;False
015205-6;2022;0;1;1;False;True
015205-6;2024;1;0;1;True;False
015209-9;2022;1;0;1;True;False
015209-9;2023;1;0;1;True;False
015210-2;2022;0;1;1;False;True
015212-9;2024;1;0;1;True;False
015238-2;2025;1;0;1;True;False
015242-0;2025;1;0;1;True;False
015243-9;2024;1;0;1;True;False
017034-8;2021;1;0;1;True;False
017037-2;2020;1;0;1;True;False
017045-3;2021;1;0;1;True;False
017047-0;2021;0;1;1;False;True
017051-8;2021;1;0;1;True;False
017074-7;2023;1;0;1;True;False
017075-5;2024;1;0;1;True;False
017077-1;2022;1;0;1;True;False
017077-1;2023;1;0;1;True;False
017078-0;2024;1;0;1;True;False
017083-6;2025;1;0;1;True;False
017087-9;2023;1;0;1;True;False
022167-8;2023;1;0;1;True;False
022171-6;2022;1;0;1;True;False
023160-6;2021;0;1;1;False;True
023174-6;2025;1;0;1;True;False
023180-0;2022;1;0;1;True;False
023187-8;2025;1;0;1;True;False
024176-8;2022;1;0;1;True;False
024215-2;2022;0;1;1;False;True
024244-6;2021;1;0;1;True;False
024245-4;2022;0;1;1;False;True
024249-7;2022;1;0;1;True;False
024253-5;2023;1;0;1;True;False
024263-2;2023;1;0;1;True;False
025197-6;2023;0;1;1;False;True
025205-0;2024;1;0;1;True;False
025267-0;2023;1;0;1;True;False
025285-9;2021;1;0;1;True;False
025289-1;2023;0;1;1;False;True
025289-1;2024;0;1;1;False;True
025290-5;2022;1;0;1;True;False
025290-5;2023;0;1;1;False;True
025291-3;2022;1;0;1;True;False
025301-4;2023;1;0;1;True;False
025309-0;2023;0;1;1;False;True
025312-0;2023;1;0;1;True;False
025312-0;2025;1;0;1;True;False
025313-8;2024;1;0;1;True;False
025317-0;2023;1;0;1;True;False
025319-7;2023;1;0;1;True;False
029148-0;2022;0;1;1;False;True
029151-0;2022;1;0;1;True;False
029154-4;2023;1;0;1;True;False
029157-9;2023;1;0;1;True;False
029157-9;2024;1;0;1;True;False
029159-5;2024;1;0;1;True;False
035120-2;2021;1;0;1;True;False
073028-9;2022;0;1;1;False;True
080035-0;2023;1;0;1;True;False
093002-4;2023;1;0;1;True;False
093004-0;2023;1;0;1;True;False
093010-5;2022;1;0;1;True;False
093010-5;2024;1;0;1;True;False
093013-0;2025;1;0;1;True;False
093016-4;2024;0;1;1;False;True
093016-4;2025;0;1;1;False;True
095005-0;2023;1;0;1;True;False
096001-2;2025;1;0;1;True;False
096002-0;2024;1;0;1;True;False
600005;2023;0;1;1;False;True
