fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
005540-9;2025;769;142;911;True;True
001494-0;2025;641;46;687;True;True
001461-3;2024;539;74;613;True;True
004517-9;2025;605;1;606;True;True
015245-5;2025;503;36;539;True;True
005540-9;2024;267;262;529;True;True
004517-9;2024;516;0;516;True;False
001536-9;2024;469;2;471;True;True
005526-3;2024;382;3;385;True;True
025266-2;2024;179;141;320;True;True
017088-7;2024;300;6;306;True;True
001461-3;2025;201;91;292;True;True
015239-0;2025;232;58;290;True;True
004518-7;2025;279;0;279;True;False
025290-5;2025;1;271;272;True;True
025266-2;2025;45;223;268;True;True
015245-5;2024;239;0;239;True;False
015234-0;2025;199;39;238;True;True
001553-9;2025;131;79;210;True;True
005510-7;2024;148;56;204;True;True
001505-9;2024;197;0;197;True;False
024264-0;2024;161;22;183;True;True
004502-0;2024;179;0;179;True;False
001569-5;2025;150;20;170;True;True
004502-0;2023;164;4;168;True;True
017071-2;2024;165;1;166;True;True
015190-4;2025;4;161;165;True;True
005510-7;2025;111;51;162;True;True
002207-1;2025;0;161;161;False;True
004525-0;2024;161;0;161;True;False
005528-0;2023;158;0;158;True;False
004522-5;2024;152;1;153;True;True
001494-0;2024;143;6;149;True;True
005525-5;2024;82;66;148;True;True
005508-5;2025;142;4;146;True;True
005509-3;2024;143;3;146;True;True
001461-3;2023;125;17;142;True;True
001526-1;2023;131;9;140;True;True
001553-9;2024;125;9;134;True;True
023178-9;2024;117;12;129;True;True
004519-5;2024;0;128;128;False;True
004518-7;2024;121;0;121;True;False
001569-5;2024;93;23;116;True;True
015236-6;2024;115;0;115;True;False
005535-2;2025;104;10;114;True;True
001509-1;2025;69;44;113;True;True
015234-0;2024;100;12;112;True;True
015244-7;2025;110;1;111;True;True
001531-8;2025;91;18;109;True;True
001531-8;2024;98;10;108;True;True
002168-7;2025;0;108;108;False;True
005509-3;2025;80;24;104;True;True
001544-0;2024;77;25;102;True;True
005538-7;2025;59;40;99;True;True
015235-8;2025;99;0;99;True;False
004502-0;2025;95;3;98;True;True
004504-7;2024;96;0;96;True;False
005533-6;2024;74;22;96;True;True
017071-2;2023;90;1;91;True;True
001509-1;2024;57;31;88;True;True
004504-7;2025;88;0;88;True;False
005508-5;2024;86;0;86;True;False
004522-5;2025;83;2;85;True;True
005509-3;2023;82;0;82;True;False
011223-2;2024;79;3;82;True;True
005492-5;2023;81;0;81;True;False
005538-7;2024;25;48;73;True;True
015240-4;2025;72;1;73;True;True
004494-6;2025;71;0;71;True;False
025301-4;2024;70;1;71;True;True
015240-4;2024;66;0;66;True;False
017088-7;2025;64;2;66;True;True
004515-2;2024;62;2;64;True;True
001542-3;2024;59;4;63;True;True
001542-3;2025;62;1;63;True;True
005534-4;2024;63;0;63;True;False
015239-0;2024;62;1;63;True;True
004525-0;2025;59;0;59;True;False
017088-7;2023;58;1;59;True;True
005535-2;2024;9;49;58;True;True
017071-2;2025;57;0;57;True;False
015215-3;2024;56;0;56;True;False
001554-7;2025;54;1;55;True;True
005528-0;2024;55;0;55;True;False
023187-8;2024;55;0;55;True;False
004538-1;2023;53;0;53;True;False
015165-3;2024;52;0;52;True;False
004516-0;2025;49;0;49;True;False
004525-0;2023;49;0;49;True;False
001505-9;2025;46;2;48;True;True
001509-1;2023;41;7;48;True;True
005527-1;2023;48;0;48;True;False
017081-0;2023;43;1;44;True;True
004503-9;2023;43;0;43;True;False
017071-2;2022;42;1;43;True;True
004517-9;2023;40;2;42;True;True
005508-5;2023;42;0;42;True;False
001530-0;2025;41;0;41;True;False
004516-0;2024;40;0;40;True;False
001494-0;2023;34;4;38;True;True
004541-1;2025;38;0;38;True;False
001538-5;2024;36;1;37;True;True
004494-6;2024;37;0;37;True;False
015242-0;2025;37;0;37;True;False
015244-7;2024;37;0;37;True;False
002203-9;2025;0;36;36;False;True
011223-2;2025;32;4;36;True;True
001554-7;2024;30;5;35;True;True
004413-0;2024;33;1;34;True;True
004500-4;2024;34;0;34;True;False
017035-6;2021;34;0;34;True;False
004501-2;2024;33;0;33;True;False
005484-4;2024;32;0;32;True;False
005543-3;2024;20;12;32;True;True
023186-0;2024;30;2;32;True;True
005527-1;2024;27;4;31;True;True
011232-1;2025;31;0;31;True;False
004532-2;2024;30;0;30;True;False
005542-5;2025;29;1;30;True;True
025267-0;2025;0;30;30;False;True
025300-6;2024;30;0;30;True;False
015235-8;2024;29;0;29;True;False
025266-2;2023;24;5;29;True;True
001530-0;2024;26;2;28;True;True
004494-6;2023;28;0;28;True;False
005485-2;2024;28;0;28;True;False
017081-0;2024;27;0;27;True;False
001558-0;2024;25;1;26;True;True
001505-9;2023;25;0;25;True;False
001538-5;2025;24;0;24;True;False
017081-0;2025;24;0;24;True;False
025322-7;2024;23;0;23;True;False
002111-3;2023;21;0;21;True;False
005543-3;2025;20;1;21;True;True
015217-0;2024;20;1;21;True;True
001544-0;2025;6;14;20;True;True
004413-0;2023;16;4;20;True;True
004541-1;2024;20;0;20;True;False
005526-3;2023;20;0;20;True;False
005542-5;2024;19;1;20;True;True
015236-6;2025;20;0;20;True;False
015200-5;2024;19;0;19;True;False
015233-1;2024;19;0;19;True;False
017085-2;2024;11;8;19;True;True
004518-7;2023;18;0;18;True;False
005508-5;2022;18;0;18;True;False
004501-2;2025;15;2;17;True;True
004512-8;2024;17;0;17;True;False
005536-0;2024;17;0;17;True;False
005538-7;2023;0;17;17;False;True
024263-2;2024;17;0;17;True;False
001531-8;2023;12;4;16;True;True
005536-0;2025;15;1;16;True;True
025328-6;2025;0;16;16;False;True
001453-2;2023;15;0;15;True;False
004519-5;2025;9;6;15;True;True
017081-0;2022;15;0;15;True;False
096002-0;2025;15;0;15;True;False
004515-2;2025;12;2;14;True;True
001453-2;2024;12;1;13;True;True
001554-7;2023;13;0;13;True;False
005490-9;2023;13;0;13;True;False
005528-0;2022;13;0;13;True;False
008279-1;2024;13;0;13;True;False
009172-3;2022;13;0;13;True;False
011223-2;2023;11;2;13;True;True
004532-2;2025;12;0;12;True;False
015237-4;2025;11;1;12;True;True
017082-8;2023;12;0;12;True;False
023187-8;2025;12;0;12;True;False
001461-3;2022;7;4;11;True;True
005459-3;2023;11;0;11;True;False
005526-3;2021;11;0;11;True;False
017070-4;2022;11;0;11;True;False
017082-8;2025;11;0;11;True;False
023180-0;2024;11;0;11;True;False
025290-5;2024;0;11;11;False;True
025300-6;2023;11;0;11;True;False
001526-1;2022;8;2;10;True;True
001536-9;2025;0;10;10;False;True
001538-5;2023;10;0;10;True;False
004550-0;2025;10;0;10;True;False
015214-5;2024;10;0;10;True;False
001555-5;2024;9;0;9;True;False
001558-0;2023;9;0;9;True;False
001558-0;2025;9;0;9;True;False
004395-8;2024;9;0;9;True;False
004502-0;2022;8;1;9;True;True
004513-6;2023;9;0;9;True;False
005493-3;2022;9;0;9;True;False
015238-2;2024;9;0;9;True;False
