fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present;SiglaCombustivel;codigoTipoCombustivel
015245-5;2024;84;0;84;True;False;F;5
015246-3;2025;0;83;83;False;True;F;5
025322-7;2025;25;58;83;True;True;F;5
011223-2;2024;75;7;82;True;True;F;5
001554-7;2025;75;2;77;True;True;F;5
005528-0;2023;74;2;76;True;True;F;5
001553-9;2024;60;15;75;True;True;F;5
004503-9;2023;73;0;73;True;False;F;5
005508-5;2023;71;1;72;True;True;F;5
001530-0;2024;70;1;71;True;True;F;5
001536-9;2024;65;6;71;True;True;F;5
004397-4;2025;70;0;70;True;False;D;3
001538-5;2025;64;5;69;True;True;F;5
005543-3;2025;31;38;69;True;True;F;5
015240-4;2024;68;0;68;True;False;F;5
015242-0;2025;66;1;67;True;True;F;5
004522-5;2024;65;1;66;True;True;F;5
005508-5;2024;65;1;66;True;True;F;5
014114-3;2025;62;0;62;True;False;G;1
004532-2;2025;60;1;61;True;True;F;5
005492-5;2023;59;1;60;True;True;F;5
001538-5;2024;54;5;59;True;True;F;5
001542-3;2024;51;8;59;True;True;F;5
004541-1;2025;58;0;58;True;False;F;5
004504-7;2024;57;0;57;True;False;F;5
004413-0;2024;50;6;56;True;True;D;3
004515-2;2024;55;1;56;True;True;F;5
001509-1;2024;40;15;55;True;True;F;5
011232-1;2025;53;0;53;True;False;F;5
015200-5;2025;32;20;52;True;True;F;5
017081-0;2025;48;0;48;True;False;F;5
001494-0;2023;23;24;47;True;True;F;5
004525-0;2023;46;1;47;True;True;F;5
005527-1;2024;32;15;47;True;True;F;5
001509-1;2023;41;4;45;True;True;F;5
001554-7;2024;35;10;45;True;True;F;5
004512-8;2024;45;0;45;True;False;F;5
005533-6;2024;30;15;45;True;True;F;5
023187-8;2024;45;0;45;True;False;G;1
015236-6;2024;44;0;44;True;False;F;5
017071-2;2022;34;10;44;True;True;F;5
001558-0;2024;41;2;43;True;True;F;5
004550-0;2025;43;0;43;True;False;D;3
005538-7;2023;5;38;43;True;True;F;5
017081-0;2023;43;0;43;True;False;F;5
014112-7;2024;41;0;41;True;False;H;6
004494-6;2024;37;1;38;True;True;F;5
005526-3;2025;35;2;37;True;True;F;5
015235-8;2024;36;0;36;True;False;F;5
004517-9;2023;31;4;35;True;True;F;5
005534-4;2023;35;0;35;True;False;F;5
005485-2;2025;29;5;34;True;True;F;5
025266-2;2023;22;12;34;True;True;F;5
001544-0;2025;12;21;33;True;True;F;5
004538-1;2023;33;0;33;True;False;G;1
005526-3;2023;33;0;33;True;False;F;5
004516-0;2024;32;0;32;True;False;F;5
015215-3;2024;32;0;32;True;False;F;5
005543-3;2024;10;21;31;True;True;F;5
025331-6;2025;5;26;31;True;True;F;5
005534-4;2024;30;0;30;True;False;F;5
015239-0;2024;29;0;29;True;False;F;5
001542-3;2023;28;0;28;True;False;F;5
002181-4;2024;0;28;28;False;True;F;5
025301-4;2024;28;0;28;True;False;F;5
023187-8;2025;27;0;27;True;False;G;1
004500-4;2024;26;0;26;True;False;F;5
005527-1;2023;25;1;26;True;True;F;5
005542-5;2025;25;1;26;True;True;F;5
025322-7;2026;0;26;26;False;True;F;5
005485-2;2024;21;4;25;True;True;F;5
015165-3;2024;25;0;25;True;False;F;5
015203-0;2025;25;0;25;True;False;F;5
002111-3;2023;24;0;24;True;False;F;5
004501-2;2025;17;7;24;True;True;F;5
004518-7;2023;24;0;24;True;False;F;5
005484-4;2024;21;1;22;True;True;F;5
025267-0;2025;0;22;22;False;True;F;5
025328-6;2025;16;6;22;True;True;F;5
004501-2;2024;19;2;21;True;True;F;5
004519-5;2024;0;21;21;False;True;F;5
014115-1;2024;21;0;21;True;False;F;5
017085-2;2024;6;15;21;True;True;F;5
004532-2;2024;20;0;20;True;False;F;5
005537-9;2024;0;20;20;False;True;F;5
015244-7;2024;20;0;20;True;False;F;5
023180-0;2024;20;0;20;True;False;F;5
004494-6;2023;19;0;19;True;False;F;5
005509-3;2023;18;1;19;True;True;F;5
025300-6;2023;19;0;19;True;False;F;5
004541-1;2024;18;0;18;True;False;F;5
024263-2;2024;18;0;18;True;False;F;5
005484-4;2025;15;2;17;True;True;F;5
005490-9;2023;7;10;17;True;True;F;5
017081-0;2024;16;1;17;True;True;F;5
001531-8;2023;14;2;16;True;True;F;5
001536-9;2025;5;11;16;True;True;F;5
001558-0;2025;16;0;16;True;False;F;5
001526-1;2022;10;5;15;True;True;F;5
005536-0;2024;12;3;15;True;True;F;5
005485-2;2022;14;0;14;True;False;F;5
005525-5;2025;3;11;14;True;True;F;5
024249-7;2024;12;2;14;True;True;F;5
025322-7;2024;8;6;14;True;True;F;5
001453-2;2024;12;1;13;True;True;D;3
005536-0;2025;9;4;13;True;True;F;5
008279-1;2024;13;0;13;True;False;H;6
015204-8;2022;13;0;13;True;False;F;5
017082-8;2025;13;0;13;True;False;F;5
001530-0;2023;12;0;12;True;False;F;5
001538-5;2023;11;1;12;True;True;F;5
015217-0;2024;7;5;12;True;True;F;5
017080-1;2024;12;0;12;True;False;D;3
017088-7;2023;10;2;12;True;True;F;5
023186-0;2024;10;2;12;True;True;F;5
025290-5;2024;0;12;12;False;True;F;5
025300-6;2024;12;0;12;True;False;F;5
002111-3;2024;4;7;11;True;True;F;5
005525-5;2023;9;2;11;True;True;F;5
015218-8;2024;11;0;11;True;False;F;5
015237-4;2025;10;1;11;True;True;F;5
015243-9;2025;8;3;11;True;True;F;5
001453-2;2025;3;7;10;True;True;D;3
001557-1;2024;10;0;10;True;False;F;5
004512-8;2023;10;0;10;True;False;F;5
004515-2;2023;10;0;10;True;False;F;5
024249-7;2023;10;0;10;True;False;F;5
001453-2;2023;9;0;9;True;False;D;3
004515-2;2025;8;1;9;True;True;F;5
004540-3;2024;9;0;9;True;False;F;5
004542-0;2025;9;0;9;True;False;F;5
005542-5;2024;7;2;9;True;True;F;5
009172-3;2022;7;2;9;True;True;G;1
015237-4;2024;9;0;9;True;False;F;5
017080-1;2023;8;1;9;True;True;D;3
004395-8;2024;7;1;8;True;True;D;3
005508-5;2022;8;0;8;True;False;F;5
005526-3;2021;8;0;8;True;False;F;5
014116-0;2024;8;0;8;True;False;F;5
015200-5;2024;8;0;8;True;False;F;5
025325-1;2025;2;6;8;True;True;F;5
002203-9;2024;5;2;7;True;True;F;5
004522-5;2023;7;0;7;True;False;F;5
005532-8;2023;7;0;7;True;False;D;3
005534-4;2025;6;1;7;True;True;F;5
008289-9;2024;7;0;7;True;False;G;1
015238-2;2024;7;0;7;True;False;F;5
017082-8;2024;7;0;7;True;False;F;5
023160-6;2025;7;0;7;True;False;D;3
001461-3;2022;2;4;6;True;True;F;5
001494-0;2026;0;6;6;False;True;F;5
001554-7;2023;6;0;6;True;False;F;5
001556-3;2024;6;0;6;True;False;F;5
004413-0;2023;2;4;6;True;True;D;3
004500-4;2025;6;0;6;True;False;F;5
014059-7;2024;6;0;6;True;False;F;5
015190-4;2024;6;0;6;True;False;F;5
017070-4;2024;0;6;6;False;True;F;5
017074-7;2023;6;0;6;True;False;F;5
023187-8;2023;6;0;6;True;False;G;1
096002-0;2025;6;0;6;True;False;H;6
002142-3;2024;5;0;5;True;False;D;3
004504-7;2023;5;0;5;True;False;F;5
004552-7;2025;4;1;5;True;True;D;3
005526-3;2022;5;0;5;True;False;F;5
005537-9;2025;5;0;5;True;False;F;5
008256-2;2024;5;0;5;True;False;H;6
011223-2;2023;3;2;5;True;True;F;5
011230-5;2025;5;0;5;True;False;F;5
015165-3;2023;5;0;5;True;False;F;5
015243-9;2024;3;2;5;True;True;F;5
017035-6;2021;5;0;5;True;False;F;5
017075-5;2022;4;1;5;True;True;D;3
017075-5;2023;4;1;5;True;True;D;3
017081-0;2022;5;0;5;True;False;F;5
017082-8;2023;5;0;5;True;False;F;5
017085-2;2023;5;0;5;True;False;F;5
025197-6;2024;0;5;5;False;True;D;3
025313-8;2024;5;0;5;True;False;F;5
001424-9;2021;0;4;4;False;True;F;5
001537-7;2022;3;1;4;True;True;F;5
002015-0;2024;1;3;4;True;True;D;3
004470-9;2023;4;0;4;True;False;F;5
004500-4;2023;4;0;4;True;False;F;5
004514-4;2025;4;0;4;True;False;F;5
004529-2;2024;4;0;4;True;False;G;1
004538-1;2024;4;0;4;True;False;G;1
005547-6;2025;4;0;4;True;False;G;1
011226-7;2024;1;3;4;True;True;F;5
015213-7;2024;4;0;4;True;False;F;5
015218-8;2023;3;1;4;True;True;F;5
023191-6;2025;0;4;4;False;True;F;5
024264-0;2023;3;1;4;True;True;F;5
025267-0;2023;4;0;4;True;False;F;5
025313-8;2023;4;0;4;True;False;F;5
025319-7;2024;3;1;4;True;True;F;5
001494-0;2022;3;0;3;True;False;F;5
001509-1;2022;1;2;3;True;True;F;5
001553-9;2023;3;0;3;True;False;F;5
001558-0;2023;3;0;3;True;False;F;5
001589-0;2025;0;3;3;False;True;F;5
002111-3;2022;3;0;3;True;False;F;5
002182-2;2024;3;0;3;True;False;H;6
002201-2;2024;2;1;3;True;True;F;5
003363-4;2023;3;0;3;True;False;D;3
004513-6;2023;3;0;3;True;False;F;5
004519-5;2025;3;0;3;True;False;F;5
004529-2;2023;3;0;3;True;False;G;1
004532-2;2023;3;0;3;True;False;F;5
005459-3;2023;3;0;3;True;False;F;5
005493-3;2022;3;0;3;True;False;F;5
005510-7;2023;2;1;3;True;True;F;5
005527-1;2022;3;0;3;True;False;F;5
005528-0;2022;3;0;3;True;False;F;5
005546-8;2025;3;0;3;True;False;F;5
005547-6;2024;3;0;3;True;False;G;1
008250-3;2020;3;0;3;True;False;H;6
008275-9;2024;3;0;3;True;False;H;6
008287-2;2023;2;1;3;True;True;H;6
011224-0;2024;2;1;3;True;True;F;5
015202-1;2024;3;0;3;True;False;F;5
015212-9;2025;3;0;3;True;False;F;5
015216-1;2023;3;0;3;True;False;F;5
015216-1;2024;3;0;3;True;False;F;5
015217-0;2023;3;0;3;True;False;F;5
015233-1;2024;3;0;3;True;False;F;5
015242-0;2024;3;0;3;True;False;F;5
017070-4;2022;3;0;3;True;False;F;5
017070-4;2025;3;0;3;True;False;F;5
017075-5;2024;1;2;3;True;True;D;3
017087-9;2024;0;3;3;False;True;F;5
017088-7;2022;2;1;3;True;True;F;5
023181-9;2024;3;0;3;True;False;F;5
023189-4;2025;2;1;3;True;True;G;1
023192-4;2025;3;0;3;True;False;F;5
025196-8;2022;3;0;3;True;False;D;3
025324-3;2025;1;2;3;True;True;F;5
096003-9;2025;3;0;3;True;False;H;6
001519-9;2024;2;0;2;True;False;F;5
001519-9;2025;2;0;2;True;False;F;5
001527-0;2024;2;0;2;True;False;F;5
001557-1;2025;0;2;2;False;True;F;5
001561-0;2025;1;1;2;True;True;F;5
001578-4;2025;0;2;2;False;True;H;6
001586-5;2025;0;2;2;False;True;D;3
002112-1;2023;2;0;2;True;False;F;5
002144-0;2024;2;0;2;True;False;D;3
002181-4;2023;2;0;2;True;False;F;5
002200-4;2023;2;0;2;True;False;H;6
002201-2;2023;2;0;2;True;False;F;5
002203-9;2023;2;0;2;True;False;F;5
002204-7;2024;2;0;2;True;False;H;6
004397-4;2023;2;0;2;True;False;D;3
004501-2;2023;2;0;2;True;False;F;5
004511-0;2025;0;2;2;False;True;F;5
004517-9;2021;0;2;2;False;True;F;5
004517-9;2022;2;0;2;True;False;F;5
004518-7;2022;1;1;2;True;True;F;5
004525-0;2022;2;0;2;True;False;F;5
004526-8;2025;0;2;2;False;True;F;5
005408-9;2023;0;2;2;False;True;F;5
005484-4;2023;2;0;2;True;False;F;5
005491-7;2022;2;0;2;True;False;F;5
005531-0;2023;1;1;2;True;True;F;5
005531-0;2024;2;0;2;True;False;F;5
008259-7;2022;2;0;2;True;False;E;4
008302-0;2024;2;0;2;True;False;H;6
009164-2;2023;2;0;2;True;False;G;1
009164-2;2024;2;0;2;True;False;G;1
009213-4;2024;2;0;2;True;False;F;5
011198-8;2023;2;0;2;True;False;F;5
011224-0;2023;1;1;2;True;True;F;5
011235-6;2025;0;2;2;False;True;F;5
015174-2;2022;2;0;2;True;False;F;5
015176-9;2022;2;0;2;True;False;F;5
015206-4;2024;2;0;2;True;False;F;5
015214-5;2023;2;0;2;True;False;F;5
017070-4;2023;2;0;2;True;False;F;5
017083-6;2024;2;0;2;True;False;D;3
017083-6;2025;2;0;2;True;False;D;3
017098-4;2025;2;0;2;True;False;G;1
023180-0;2022;0;2;2;False;True;F;5
023188-6;2025;2;0;2;True;False;G;1
023189-4;2023;2;0;2;True;False;G;1
024215-2;2023;2;0;2;True;False;F;5
024245-4;2022;1;1;2;True;True;F;5
025205-0;2025;1;1;2;True;True;D;3
025266-2;2022;2;0;2;True;False;F;5
025279-4;2025;0;2;2;False;True;F;5
025303-0;2023;2;0;2;True;False;F;5
025311-1;2025;2;0;2;True;False;F;5
025312-0;2024;1;1;2;True;True;F;5
025313-8;2025;1;1;2;True;True;F;5
029148-0;2022;0;2;2;False;True;H;6
029155-2;2024;2;0;2;True;False;H;6
029159-5;2023;2;0;2;True;False;H;6
083015-1;2024;2;0;2;True;False;D;3
093010-5;2024;2;0;2;True;False;H;6
093013-0;2024;1;1;2;True;True;G;1
001509-1;2026;0;1;1;False;True;F;5
001527-0;2025;0;1;1;False;True;F;5
001537-7;2024;0;1;1;False;True;F;5
001537-7;2025;0;1;1;False;True;F;5
001539-3;2024;1;0;1;True;False;F;5
001542-3;2022;1;0;1;True;False;F;5
001543-1;2022;0;1;1;False;True;F;5
001545-8;2025;1;0;1;True;False;F;5
001552-0;2023;1;0;1;True;False;F;5
001555-5;2024;1;0;1;True;False;F;5
001556-3;2025;0;1;1;False;True;F;5
001557-1;2023;1;0;1;True;False;F;5
001564-4;2025;1;0;1;True;False;D;3
001577-6;2025;0;1;1;False;True;H;6
001579-2;2025;0;1;1;False;True;H;6
002015-0;2025;1;0;1;True;False;D;3
002144-0;2025;1;0;1;True;False;D;3
002168-7;2024;0;1;1;False;True;F;5
002182-2;2023;1;0;1;True;False;H;6
002200-4;2024;0;1;1;False;True;H;6
002200-4;2025;1;0;1;True;False;H;6
002203-9;2022;0;1;1;False;True;F;5
003421-5;2023;1;0;1;True;False;D;3
003463-0;2020;1;0;1;True;False;F;5
003484-3;2026;0;1;1;False;True;D;3
004395-8;2023;1;0;1;True;False;D;3
004397-4;2024;1;0;1;True;False;D;3
004413-0;2021;1;0;1;True;False;D;3
004470-9;2022;1;0;1;True;False;F;5
004498-9;2023;1;0;1;True;False;D;3
004498-9;2024;1;0;1;True;False;D;3
004502-0;2022;1;0;1;True;False;F;5
004512-8;2022;0;1;1;False;True;F;5
004512-8;2025;1;0;1;True;False;F;5
004514-4;2024;0;1;1;False;True;F;5
004529-2;2022;1;0;1;True;False;G;1
004533-0;2022;1;0;1;True;False;F;5
004539-0;2025;1;0;1;True;False;F;5
004540-3;2023;1;0;1;True;False;F;5
004540-3;2025;1;0;1;True;False;F;5
004542-0;2024;1;0;1;True;False;F;5
005338-4;2019;0;1;1;False;True;D;3
005479-8;2022;1;0;1;True;False;F;5
005483-6;2024;1;0;1;True;False;D;3
005485-2;2021;1;0;1;True;False;F;5
005489-5;2019;1;0;1;True;False;G;1
005489-5;2021;0;1;1;False;True;G;1
005501-8;2022;1;0;1;True;False;F;5
005506-9;2023;1;0;1;True;False;D;3
005510-7;2022;1;0;1;True;False;F;5
005510-7;2026;0;1;1;False;True;F;5
005531-0;2025;1;0;1;True;False;F;5
005533-6;2023;0;1;1;False;True;F;5
005544-1;2024;0;1;1;False;True;F;5
005546-8;2024;0;1;1;False;True;F;5
008238-4;2022;1;0;1;True;False;G;1
008238-4;2023;1;0;1;True;False;G;1
008250-3;2021;1;0;1;True;False;H;6
008250-3;2022;1;0;1;True;False;H;6
008256-2;2020;1;0;1;True;False;H;6
008260-0;2023;1;0;1;True;False;E;4
008278-3;2024;1;0;1;True;False;H;6
008282-1;2024;1;0;1;True;False;G;1
008285-6;2023;1;0;1;True;False;H;6
008288-0;2023;1;0;1;True;False;H;6
008288-0;2024;1;0;1;True;False;H;6
009213-4;2023;1;0;1;True;False;F;5
009236-3;2022;1;0;1;True;False;G;1
009254-1;2022;1;0;1;True;False;E;4
009266-5;2022;0;1;1;False;True;H;6
009272-0;2023;1;0;1;True;False;H;6
009304-1;2024;0;1;1;False;True;G;1
011198-8;2022;1;0;1;True;False;F;5
011216-0;2023;1;0;1;True;False;D;3
011216-0;2024;0;1;1;False;True;D;3
011224-0;2025;0;1;1;False;True;F;5
014102-0;2024;1;0;1;True;False;F;5
014108-9;2024;1;0;1;True;False;F;5
014111-9;2025;1;0;1;True;False;F;5
015190-4;2022;0;1;1;False;True;F;5
015191-2;2022;0;1;1;False;True;F;5
015200-5;2023;1;0;1;True;False;F;5
015201-3;2024;1;0;1;True;False;F;5
015202-1;2025;1;0;1;True;False;F;5
015205-6;2024;1;0;1;True;False;F;5
015206-4;2023;1;0;1;True;False;F;5
015208-0;2023;1;0;1;True;False;F;5
015209-9;2024;1;0;1;True;False;F;5
015212-9;2024;1;0;1;True;False;F;5
015214-5;2024;1;0;1;True;False;F;5
017034-8;2021;0;1;1;False;True;F;5
017074-7;2024;1;0;1;True;False;F;5
017074-7;2025;1;0;1;True;False;F;5
017077-1;2025;0;1;1;False;True;D;3
017083-6;2023;1;0;1;True;False;D;3
017086-0;2023;1;0;1;True;False;F;5
017099-2;2025;1;0;1;True;False;G;1
021442-6;2022;1;0;1;True;False;D;3
022167-8;2023;1;0;1;True;False;D;3
022178-3;2024;1;0;1;True;False;D;3
023175-4;2023;0;1;1;False;True;F;5
023175-4;2024;0;1;1;False;True;F;5
023178-9;2022;0;1;1;False;True;F;5
023189-4;2024;1;0;1;True;False;G;1
024249-7;2022;1;0;1;True;False;F;5
024258-6;2023;1;0;1;True;False;E;4
024263-2;2023;0;1;1;False;True;F;5
025196-8;2021;1;0;1;True;False;D;3
025196-8;2023;1;0;1;True;False;D;3
025198-4;2025;1;0;1;True;False;D;3
025205-0;2024;0;1;1;False;True;D;3
025279-4;2022;1;0;1;True;False;F;5
025301-4;2023;1;0;1;True;False;F;5
025307-3;2022;1;0;1;True;False;F;5
025310-3;2023;1;0;1;True;False;F;5
025319-7;2023;1;0;1;True;False;F;5
029133-1;2022;1;0;1;True;False;H;6
029155-2;2023;0;1;1;False;True;H;6
029157-9;2024;1;0;1;True;False;H;6
029158-7;2023;1;0;1;True;False;H;6
029159-5;2025;1;0;1;True;False;H;6
029168-4;2025;1;0;1;True;False;H;6
033180-5;2022;1;0;1;True;False;G;1
071045-8;2023;0;1;1;False;True;H;6
073029-7;2022;0;1;1;False;True;G;1
083016-0;2024;1;0;1;True;False;G;1
083019-4;2024;1;0;1;True;False;G;1
083021-6;2025;1;0;1;True;False;D;3
093004-0;2023;1;0;1;True;False;G;1
093011-3;2024;0;1;1;False;True;G;1
093013-0;2023;1;0;1;True;False;G;1
095005-0;2024;1;0;1;True;False;H;6
095005-0;2025;1;0;1;True;False;H;6
096006-3;2024;1;0;1;True;False;E;4
