fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
005540-9;2025;1627;99;1726;True;True
001494-0;2025;936;7;943;True;True
004517-9;2025;846;1;847;True;True
015245-5;2025;457;19;476;True;True
004517-9;2024;439;0;439;True;False
001461-3;2024;315;74;389;True;True
015239-0;2025;337;50;387;True;True
001461-3;2025;260;112;372;True;True
017088-7;2024;324;4;328;True;True
005526-3;2024;318;5;323;True;True
025266-2;2025;174;138;312;True;True
004518-7;2025;300;0;300;True;False
005540-9;2024;159;108;267;True;True
025266-2;2024;128;132;260;True;True
001536-9;2024;252;1;253;True;True
005510-7;2025;201;41;242;True;True
001569-5;2025;212;24;236;True;True
005508-5;2025;235;0;235;True;False
001553-9;2025;162;62;224;True;True
015235-8;2025;206;0;206;True;False
005525-5;2024;83;118;201;True;True
015234-0;2025;180;15;195;True;True
005538-7;2025;97;95;192;True;True
005535-2;2025;137;49;186;True;True
005509-3;2025;164;21;185;True;True
005510-7;2024;126;56;182;True;True
001569-5;2024;139;40;179;True;True
002207-1;2025;0;170;170;False;True
004525-0;2024;157;3;160;True;True
017088-7;2025;157;3;160;True;True
001531-8;2025;135;22;157;True;True
024264-0;2024;144;12;156;True;True
004522-5;2025;150;4;154;True;True
004502-0;2024;151;1;152;True;True
001505-9;2024;150;0;150;True;False
005509-3;2024;140;5;145;True;True
015245-5;2024;145;0;145;True;False
004502-0;2025;141;3;144;True;True
025290-5;2025;3;140;143;True;True
001494-0;2024;136;1;137;True;True
015240-4;2025;132;1;133;True;True
001531-8;2024;123;8;131;True;True
017071-2;2024;125;6;131;True;True
001505-9;2025;109;16;125;True;True
004502-0;2023;123;0;123;True;False
005528-0;2023;121;0;121;True;False
004522-5;2024;118;0;118;True;False
005538-7;2024;43;75;118;True;True
001530-0;2025;111;4;115;True;True
015190-4;2025;4;110;114;True;True
001461-3;2023;95;17;112;True;True
004518-7;2024;112;0;112;True;False
017071-2;2025;110;1;111;True;True
023178-9;2024;98;8;106;True;True
025327-8;2025;54;52;106;True;True
002168-7;2025;0;105;105;False;True
