fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
005540-9;2025;1395;74;1469;True;True
001494-0;2025;860;14;874;True;True
004517-9;2025;765;0;765;True;False
015245-5;2025;475;9;484;True;True
001461-3;2024;402;44;446;True;True
004517-9;2024;435;0;435;True;False
001536-9;2024;336;0;336;True;False
005526-3;2024;316;3;319;True;True
004518-7;2025;265;0;265;True;False
005540-9;2024;179;84;263;True;True
001461-3;2025;226;36;262;True;True
017088-7;2024;261;1;262;True;True
015239-0;2025;235;20;255;True;True
025266-2;2024;165;60;225;True;True
001569-5;2025;189;22;211;True;True
025266-2;2025;101;94;195;True;True
015234-0;2025;185;9;194;True;True
015245-5;2024;193;0;193;True;False
015235-8;2025;190;0;190;True;False
005508-5;2025;175;1;176;True;True
001505-9;2024;168;0;168;True;False
001494-0;2024;161;4;165;True;True
005510-7;2025;143;21;164;True;True
005510-7;2024;126;37;163;True;True
004502-0;2024;158;1;159;True;True
001553-9;2025;127;27;154;True;True
024264-0;2024;146;7;153;True;True
001569-5;2024;117;34;151;True;True
005535-2;2025;134;12;146;True;True
004525-0;2024;143;1;144;True;True
005509-3;2024;137;2;139;True;True
005509-3;2025;130;7;137;True;True
005538-7;2025;78;59;137;True;True
001531-8;2025;115;16;131;True;True
004502-0;2023;128;0;128;True;False
004502-0;2025;122;3;125;True;True
005528-0;2023;124;0;124;True;False
001531-8;2024;111;6;117;True;True
004522-5;2024;116;0;116;True;False
017071-2;2024;107;4;111;True;True
004518-7;2024;109;1;110;True;True
017088-7;2025;109;1;110;True;True
015240-4;2025;108;1;109;True;True
001461-3;2023;96;10;106;True;True
015234-0;2024;96;7;103;True;True
001553-9;2024;99;3;102;True;True
005525-5;2024;78;24;102;True;True
001526-1;2023;94;6;100;True;True
004522-5;2025;94;1;95;True;True
005492-5;2023;92;2;94;True;True
023178-9;2024;85;7;92;True;True
001530-0;2025;89;2;91;True;True
015236-6;2024;91;0;91;True;False
015244-7;2025;90;1;91;True;True
001509-1;2025;80;10;90;True;True
025290-5;2025;3;87;90;True;True
001505-9;2025;81;5;86;True;True
004504-7;2024;84;0;84;True;False
004525-0;2025;80;0;80;True;False
005538-7;2024;40;39;79;True;True
004504-7;2025;78;0;78;True;False
015240-4;2024;78;0;78;True;False
011223-2;2024;76;1;77;True;True
017071-2;2025;77;0;77;True;False
001542-3;2025;74;2;76;True;True
005508-5;2024;75;0;75;True;False
002207-1;2025;0;72;72;False;True
005509-3;2023;68;1;69;True;True
017071-2;2023;67;2;69;True;True
001542-3;2024;62;3;65;True;True
005528-0;2024;64;0;64;True;False
001544-0;2024;47;15;62;True;True
004516-0;2025;55;0;55;True;False
005533-6;2024;47;8;55;True;True
015165-3;2024;55;0;55;True;False
001554-7;2025;54;0;54;True;False
004538-1;2023;54;0;54;True;False
005508-5;2023;54;0;54;True;False
001509-1;2024;43;8;51;True;True
017071-2;2022;50;1;51;True;True
001530-0;2024;47;3;50;True;True
004494-6;2025;50;0;50;True;False
015190-4;2025;4;45;49;True;True
004503-9;2023;48;0;48;True;False
004525-0;2023;48;0;48;True;False
015215-3;2024;47;0;47;True;False
015242-0;2025;47;0;47;True;False
015235-8;2024;46;0;46;True;False
011223-2;2025;44;1;45;True;True
025301-4;2024;45;0;45;True;False
004515-2;2024;42;2;44;True;True
005534-4;2024;44;0;44;True;False
015239-0;2024;44;0;44;True;False
025266-2;2023;39;3;42;True;True
025327-8;2025;34;7;41;True;True
001494-0;2023;39;1;40;True;True
001509-1;2023;33;6;39;True;True
001538-5;2024;39;0;39;True;False
011232-1;2025;38;0;38;True;False
023187-8;2024;38;0;38;True;False
015236-6;2025;36;1;37;True;True
005535-2;2024;11;25;36;True;True
001554-7;2024;33;2;35;True;True
004413-0;2024;33;2;35;True;True
005527-1;2023;35;0;35;True;False
017081-0;2023;35;0;35;True;False
001538-5;2025;30;2;32;True;True
004500-4;2024;32;0;32;True;False
005485-2;2024;30;0;30;True;False
001558-0;2024;29;0;29;True;False
017088-7;2023;28;1;29;True;True
004516-0;2024;28;0;28;True;False
004517-9;2023;26;2;28;True;True
004541-1;2025;26;0;26;True;False
005527-1;2024;22;4;26;True;True
005542-5;2025;25;1;26;True;True
001531-8;2023;21;4;25;True;True
004550-0;2025;25;0;25;True;False
005536-0;2024;23;2;25;True;True
004397-4;2025;24;0;24;True;False
004532-2;2024;24;0;24;True;False
004413-0;2023;18;5;23;True;True
004494-6;2024;23;0;23;True;False
004532-2;2025;23;0;23;True;False
004501-2;2024;22;0;22;True;False
005538-7;2023;10;12;22;True;True
002111-3;2023;21;0;21;True;False
004512-8;2024;21;0;21;True;False
004519-5;2024;0;21;21;False;True
002168-7;2025;0;20;20;False;True
004501-2;2025;18;2;20;True;True
025322-7;2024;20;0;20;True;False
005484-4;2024;18;1;19;True;True
005543-3;2025;19;0;19;True;False
014114-3;2025;19;0;19;True;False
017035-6;2021;19;0;19;True;False
024263-2;2024;19;0;19;True;False
025300-6;2024;19;0;19;True;False
004518-7;2023;17;1;18;True;True
017081-0;2025;18;0;18;True;False
005542-5;2024;16;1;17;True;True
015165-3;2023;17;0;17;True;False
005536-0;2025;15;1;16;True;True
015244-7;2024;16;0;16;True;False
017081-0;2024;16;0;16;True;False
001453-2;2023;15;0;15;True;False
004541-1;2024;15;0;15;True;False
015217-0;2024;15;0;15;True;False
023187-8;2025;15;0;15;True;False
001453-2;2024;14;0;14;True;False
005543-3;2024;12;2;14;True;True
017085-2;2024;13;1;14;True;True
023186-0;2024;13;1;14;True;True
025328-6;2025;7;7;14;True;True
001538-5;2023;12;1;13;True;True
005485-2;2025;12;0;12;True;False
005491-7;2022;12;0;12;True;False
005528-0;2022;12;0;12;True;False
015200-5;2024;12;0;12;True;False
015233-1;2024;12;0;12;True;False
