fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
005540-9;2025;990;284;1274;True;True
005540-9;2024;188;835;1023;True;True
015245-5;2025;890;61;951;True;True
004517-9;2025;764;2;766;True;True
004517-9;2024;672;0;672;True;False
001494-0;2025;592;78;670;True;True
001461-3;2025;396;181;577;True;True
001461-3;2024;400;92;492;True;True
015234-0;2025;211;263;474;True;True
025266-2;2025;67;368;435;True;True
017088-7;2024;430;3;433;True;True
015245-5;2024;415;1;416;True;True
025266-2;2024;104;302;406;True;True
005510-7;2024;132;248;380;True;True
004519-5;2024;0;357;357;False;True
001536-9;2024;302;2;304;True;True
005526-3;2024;263;11;274;True;True
005535-2;2024;40;226;266;True;True
015239-0;2025;213;52;265;True;True
005509-3;2024;239;14;253;True;True
004502-0;2024;246;3;249;True;True
001494-0;2024;218;13;231;True;True
002207-1;2025;0;231;231;False;True
004525-0;2024;231;0;231;True;False
015240-4;2025;225;1;226;True;True
004518-7;2025;223;2;225;True;True
001505-9;2024;222;0;222;True;False
017071-2;2024;200;4;204;True;True
004518-7;2024;196;0;196;True;False
005525-5;2024;76;117;193;True;True
015234-0;2024;127;63;190;True;True
001553-9;2024;169;16;185;True;True
001461-3;2023;154;29;183;True;True
015190-4;2025;7;164;171;True;True
004522-5;2025;161;5;166;True;True
005533-6;2024;116;49;165;True;True
011223-2;2024;150;4;154;True;True
001544-0;2024;105;44;149;True;True
001531-8;2024;142;4;146;True;True
004522-5;2024;139;2;141;True;True
005528-0;2023;140;1;141;True;True
015240-4;2024;140;0;140;True;False
017071-2;2023;136;3;139;True;True
024264-0;2024;118;20;138;True;True
001526-1;2023;120;6;126;True;True
004502-0;2023;121;3;124;True;True
004504-7;2025;123;0;123;True;False
002168-7;2025;0;122;122;False;True
001553-9;2025;112;8;120;True;True
005538-7;2024;59;61;120;True;True
023178-9;2024;106;5;111;True;True
017071-2;2025;110;0;110;True;False
001509-1;2025;89;18;107;True;True
005508-5;2024;107;0;107;True;False
015244-7;2025;99;4;103;True;True
004532-2;2024;98;0;98;True;False
001569-5;2024;91;6;97;True;True
004494-6;2024;95;1;96;True;True
004504-7;2024;92;0;92;True;False
004494-6;2025;88;0;88;True;False
025301-4;2024;80;6;86;True;True
015215-3;2024;84;1;85;True;True
015239-0;2024;80;1;81;True;True
004502-0;2025;76;1;77;True;True
005534-4;2024;77;0;77;True;False
001542-3;2024;59;16;75;True;True
005510-7;2025;17;58;75;True;True
005535-2;2025;72;3;75;True;True
015244-7;2024;74;0;74;True;False
015236-6;2024;69;1;70;True;True
001494-0;2023;66;3;69;True;True
017088-7;2023;68;1;69;True;True
005509-3;2025;26;40;66;True;True
025300-6;2024;66;0;66;True;False
004503-9;2023;64;0;64;True;False
004525-0;2023;63;0;63;True;False
017071-2;2022;63;0;63;True;False
023186-0;2024;60;3;63;True;True
004541-1;2025;62;0;62;True;False
005543-3;2024;34;28;62;True;True
001569-5;2025;58;1;59;True;True
005484-4;2024;59;0;59;True;False
017035-6;2021;59;0;59;True;False
025290-5;2025;0;59;59;False;True
001509-1;2024;46;9;55;True;True
001558-0;2024;54;0;54;True;False
005508-5;2022;53;1;54;True;True
001509-1;2023;43;9;52;True;True
004517-9;2023;47;5;52;True;True
015165-3;2024;52;0;52;True;False
004494-6;2023;50;0;50;True;False
004516-0;2025;50;0;50;True;False
005527-1;2023;49;1;50;True;True
024263-2;2024;50;0;50;True;False
004525-0;2025;46;2;48;True;True
001538-5;2024;45;1;46;True;True
