fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present
015215-3;2024;79;1;80;True;True
023186-0;2024;73;4;77;True;True
025328-6;2025;0;77;77;False;True
005543-3;2024;30;46;76;True;True
001542-3;2024;46;29;75;True;True
004494-6;2025;75;0;75;True;False
001558-0;2024;73;0;73;True;False
005534-4;2024;72;0;72;True;False
017071-2;2022;68;1;69;True;True
015236-6;2024;65;2;67;True;True
004541-1;2025;64;0;64;True;False
015244-7;2024;62;2;64;True;True
017088-7;2023;61;2;63;True;True
004503-9;2023;62;0;62;True;False
017035-6;2021;62;0;62;True;False
001538-5;2024;58;2;60;True;True
004502-0;2025;59;1;60;True;True
005508-5;2022;60;0;60;True;False
004525-0;2023;59;0;59;True;False
005510-7;2025;9;50;59;True;True
011232-1;2025;57;0;57;True;False
025300-6;2024;57;0;57;True;False
005509-3;2025;18;38;56;True;True
001509-1;2023;37;17;54;True;True
024263-2;2024;53;0;53;True;False
004516-0;2024;51;0;51;True;False
005527-1;2023;49;2;51;True;True
001509-1;2024;38;12;50;True;True
005508-5;2023;46;1;47;True;True
015165-3;2024;45;1;46;True;True
001569-5;2025;44;1;45;True;True
004517-9;2023;39;5;44;True;True
005484-4;2024;43;1;44;True;True
004516-0;2025;42;0;42;True;False
004515-2;2024;39;2;41;True;True
005536-0;2024;40;1;41;True;True
025322-7;2024;40;0;40;True;False
004541-1;2024;39;0;39;True;False
017081-0;2024;39;0;39;True;False
004501-2;2024;37;1;38;True;True
005485-2;2024;35;3;38;True;True
004525-0;2025;35;2;37;True;True
005527-1;2024;25;12;37;True;True
001554-7;2024;28;8;36;True;True
017081-0;2023;33;3;36;True;True
001505-9;2025;35;0;35;True;False
001531-8;2025;33;2;35;True;True
004538-1;2023;35;0;35;True;False
005508-5;2025;33;2;35;True;True
004494-6;2023;34;0;34;True;False
001453-2;2024;32;1;33;True;True
001554-7;2025;30;2;32;True;True
025290-5;2024;0;32;32;False;True
001505-9;2023;31;0;31;True;False
004540-3;2024;31;0;31;True;False
005528-0;2024;30;1;31;True;True
025290-5;2025;0;31;31;False;True
005492-5;2023;30;0;30;True;False
017085-2;2024;7;23;30;True;True
004518-7;2023;27;2;29;True;True
005459-3;2023;29;0;29;True;False
001558-0;2023;27;1;28;True;True
011223-2;2025;27;1;28;True;True
096002-0;2025;28;0;28;True;False
001531-8;2023;24;3;27;True;True
005526-3;2023;27;0;27;True;False
015200-5;2024;27;0;27;True;False
015236-6;2025;25;2;27;True;True
002203-9;2025;0;26;26;False;True
005538-7;2025;20;6;26;True;True
011223-2;2023;24;2;26;True;True
017088-7;2022;25;1;26;True;True
017081-0;2025;25;0;25;True;False
025267-0;2025;2;23;25;True;True
025327-8;2025;0;25;25;False;True
001538-5;2023;23;1;24;True;True
001544-0;2025;8;16;24;True;True
015235-8;2025;24;0;24;True;False
001526-1;2022;20;3;23;True;True
015235-8;2024;23;0;23;True;False
001555-5;2024;22;0;22;True;False
004395-8;2024;22;0;22;True;False
001453-2;2023;20;1;21;True;True
004532-2;2025;21;0;21;True;False
001530-0;2024;20;0;20;True;False
001558-0;2025;18;2;20;True;True
005542-5;2025;20;0;20;True;False
005542-5;2024;16;3;19;True;True
008279-1;2024;19;0;19;True;False
023187-8;2024;19;0;19;True;False
017080-1;2023;17;1;18;True;True
017088-7;2025;18;0;18;True;False
023187-8;2023;18;0;18;True;False
001536-9;2025;3;14;17;True;True
004515-2;2025;14;3;17;True;True
005490-9;2023;13;4;17;True;True
015217-0;2024;16;1;17;True;True
017082-8;2023;17;0;17;True;False
023180-0;2024;16;1;17;True;True
025266-2;2023;10;7;17;True;True
001542-3;2025;16;0;16;True;False
002111-3;2023;16;0;16;True;False
004501-2;2025;10;6;16;True;True
004522-5;2023;16;0;16;True;False
005509-3;2023;15;1;16;True;True
005543-3;2025;10;6;16;True;True
001509-1;2022;12;3;15;True;True
001530-0;2025;15;0;15;True;False
001538-5;2025;14;1;15;True;True
001542-3;2023;12;3;15;True;True
001544-0;2023;12;3;15;True;True
004413-0;2024;12;3;15;True;True
004513-6;2023;15;0;15;True;False
015214-5;2024;15;0;15;True;False
015202-1;2024;14;0;14;True;False
015215-3;2023;14;0;14;True;False
002168-7;2024;0;13;13;False;True
004529-2;2023;13;0;13;True;False
005538-7;2023;0;13;13;False;True
015218-8;2024;12;1;13;True;True
017070-4;2022;13;0;13;True;False
017085-2;2023;13;0;13;True;False
024249-7;2023;12;1;13;True;True
024249-7;2024;8;5;13;True;True
004515-2;2023;12;0;12;True;False
004519-5;2025;5;7;12;True;True
025313-8;2023;11;0;11;True;False
001530-0;2023;10;0;10;True;False
001557-1;2024;10;0;10;True;False
004470-9;2023;10;0;10;True;False
005525-5;2023;9;1;10;True;True
009172-3;2022;10;0;10;True;False
015190-4;2024;10;0;10;True;False
015237-4;2025;8;2;10;True;True
017070-4;2023;9;1;10;True;True
001461-3;2022;6;3;9;True;True
004395-8;2023;9;0;9;True;False
004504-7;2023;9;0;9;True;False
015233-1;2024;9;0;9;True;False
015237-4;2024;7;2;9;True;True
024264-0;2023;5;4;9;True;True
025322-7;2025;8;1;9;True;True
001554-7;2023;8;0;8;True;False
004540-3;2023;8;0;8;True;False
005485-2;2022;8;0;8;True;False
005509-3;2022;8;0;8;True;False
005510-7;2023;8;0;8;True;False
015165-3;2023;8;0;8;True;False
015213-7;2024;8;0;8;True;False
015238-2;2024;8;0;8;True;False
022164-3;2023;5;3;8;True;True
024176-8;2023;8;0;8;True;False
095005-0;2024;8;0;8;True;False
001553-9;2023;7;0;7;True;False
004498-9;2023;7;0;7;True;False
004539-0;2024;7;0;7;True;False
005491-7;2022;7;0;7;True;False
005526-3;2022;7;0;7;True;False
015209-9;2024;7;0;7;True;False
017082-8;2025;7;0;7;True;False
001542-3;2022;6;0;6;True;False
002111-3;2024;1;5;6;True;True
002201-2;2024;0;6;6;False;True
002203-9;2024;2;4;6;True;True
002207-1;2024;0;6;6;False;True
004500-4;2024;6;0;6;True;False
004501-2;2023;6;0;6;True;False
004502-0;2022;6;0;6;True;False
005493-3;2022;6;0;6;True;False
005533-6;2023;6;0;6;True;False
015214-5;2023;6;0;6;True;False
015218-8;2023;6;0;6;True;False
017075-5;2023;6;0;6;True;False
017081-0;2022;6;0;6;True;False
023178-9;2022;5;1;6;True;True
001494-0;2022;5;0;5;True;False
002111-3;2022;5;0;5;True;False
004413-0;2023;5;0;5;True;False
005485-2;2025;5;0;5;True;False
005528-0;2022;5;0;5;True;False
005536-0;2025;4;1;5;True;True
015206-4;2024;5;0;5;True;False
015243-9;2025;3;2;5;True;True
017070-4;2024;1;4;5;True;True
017075-5;2022;4;1;5;True;True
017080-1;2022;5;0;5;True;False
025266-2;2022;5;0;5;True;False
025267-0;2024;4;1;5;True;True
025319-7;2024;4;1;5;True;True
025325-1;2025;2;3;5;True;True
025331-6;2025;0;5;5;False;True
004470-9;2022;4;0;4;True;False
004511-0;2025;0;4;4;False;True
004512-8;2024;4;0;4;True;False
004525-0;2021;3;1;4;True;True
005526-3;2021;4;0;4;True;False
005534-4;2025;4;0;4;True;False
008256-2;2023;4;0;4;True;False
008279-1;2023;4;0;4;True;False
008280-5;2023;4;0;4;True;False
015201-3;2024;4;0;4;True;False
015206-4;2022;4;0;4;True;False
015242-0;2024;4;0;4;True;False
017070-4;2025;4;0;4;True;False
017080-1;2024;4;0;4;True;False
017083-6;2023;3;1;4;True;True
025196-8;2023;4;0;4;True;False
025300-6;2023;4;0;4;True;False
025301-4;2023;4;0;4;True;False
001453-2;2022;3;0;3;True;False
001556-3;2024;3;0;3;True;False
002142-3;2024;3;0;3;True;False
004512-8;2025;3;0;3;True;False
004516-0;2023;3;0;3;True;False
004519-5;2023;3;0;3;True;False
004532-2;2023;3;0;3;True;False
004542-0;2024;3;0;3;True;False
005483-6;2023;3;0;3;True;False
005484-4;2025;3;0;3;True;False
005490-9;2022;1;2;3;True;True
005531-0;2023;3;0;3;True;False
005532-8;2023;3;0;3;True;False
005540-9;2023;1;2;3;True;True
005542-5;2023;3;0;3;True;False
005543-3;2023;3;0;3;True;False
008250-3;2020;3;0;3;True;False
008287-2;2023;3;0;3;True;False
009164-2;2024;3;0;3;True;False
009213-4;2024;3;0;3;True;False
011198-8;2023;3;0;3;True;False
015190-4;2023;3;0;3;True;False
015213-7;2023;3;0;3;True;False
017046-1;2021;3;0;3;True;False
017082-8;2024;3;0;3;True;False
023178-9;2023;0;3;3;False;True
024215-2;2022;2;1;3;True;True
025196-8;2021;3;0;3;True;False
025197-6;2023;1;2;3;True;True
025205-0;2023;3;0;3;True;False
025313-8;2025;3;0;3;True;False
093013-0;2024;2;1;3;True;True
001453-2;2025;2;0;2;True;False
001461-3;2021;1;1;2;True;True
001487-7;2023;2;0;2;True;False
001494-0;2021;2;0;2;True;False
001506-7;2022;2;0;2;True;False
001519-9;2024;2;0;2;True;False
001519-9;2025;2;0;2;True;False
001538-5;2022;2;0;2;True;False
001539-3;2024;2;0;2;True;False
001556-3;2023;2;0;2;True;False
001556-3;2025;0;2;2;False;True
001557-1;2025;0;2;2;False;True
002181-4;2024;0;2;2;False;True
002200-4;2023;2;0;2;True;False
004397-4;2024;2;0;2;True;False
004503-9;2022;2;0;2;True;False
004512-8;2023;2;0;2;True;False
004514-4;2024;1;1;2;True;True
004517-9;2022;2;0;2;True;False
004518-7;2022;2;0;2;True;False
004525-0;2022;2;0;2;True;False
004540-3;2025;2;0;2;True;False
004541-1;2023;2;0;2;True;False
005408-9;2023;0;2;2;False;True
005484-4;2022;2;0;2;True;False
005484-4;2023;2;0;2;True;False
005489-5;2021;2;0;2;True;False
005527-1;2022;2;0;2;True;False
005533-6;2025;2;0;2;True;False
005535-2;2023;0;2;2;False;True
005547-6;2024;2;0;2;True;False
008249-0;2023;2;0;2;True;False
008256-2;2024;2;0;2;True;False
009164-2;2022;2;0;2;True;False
009239-8;2022;2;0;2;True;False
011224-0;2023;1;1;2;True;True
011226-7;2023;2;0;2;True;False
015168-8;2022;2;0;2;True;False
015217-0;2023;2;0;2;True;False
015242-0;2025;2;0;2;True;False
017034-8;2021;1;1;2;True;True
017074-7;2023;2;0;2;True;False
022170-8;2023;2;0;2;True;False
022171-6;2022;2;0;2;True;False
022189-9;2023;2;0;2;True;False
023161-4;2024;0;2;2;False;True
023175-4;2024;2;0;2;True;False
023181-9;2022;1;1;2;True;True
023189-4;2023;2;0;2;True;False
024176-8;2022;2;0;2;True;False
024263-2;2023;2;0;2;True;False
025267-0;2022;2;0;2;True;False
025290-5;2023;0;2;2;False;True
029159-5;2024;1;1;2;True;True
093013-0;2025;1;1;2;True;True
001424-9;2021;0;1;1;False;True
001487-7;2022;1;0;1;True;False
001505-9;2022;1;0;1;True;False
001520-2;2022;1;0;1;True;False
001527-0;2024;1;0;1;True;False
001531-8;2021;0;1;1;False;True
001531-8;2022;1;0;1;True;False
001572-5;2025;1;0;1;True;False
002015-0;2023;1;0;1;True;False
002015-0;2024;1;0;1;True;False
002160-1;2020;1;0;1;True;False
002168-7;2023;1;0;1;True;False
002181-4;2023;1;0;1;True;False
002200-4;2024;1;0;1;True;False
002204-7;2023;1;0;1;True;False
002205-5;2023;1;0;1;True;False
003363-4;2023;1;0;1;True;False
003426-6;2023;1;0;1;True;False
003461-4;2021;1;0;1;True;False
003463-0;2020;1;0;1;True;False
003465-7;2021;1;0;1;True;False
003478-9;2025;1;0;1;True;False
003481-9;2023;1;0;1;True;False
004413-0;2021;1;0;1;True;False
004435-0;2024;1;0;1;True;False
004498-9;2024;0;1;1;False;True
004500-4;2025;1;0;1;True;False
004501-2;2020;1;0;1;True;False
004502-0;2021;1;0;1;True;False
004503-9;2021;1;0;1;True;False
004509-8;2023;1;0;1;True;False
004512-8;2022;0;1;1;False;True
004514-4;2025;0;1;1;False;True
004529-2;2022;1;0;1;True;False
004533-0;2023;1;0;1;True;False
004542-0;2025;1;0;1;True;False
004550-0;2025;1;0;1;True;False
005459-3;2022;1;0;1;True;False
005483-6;2024;1;0;1;True;False
005484-4;2021;1;0;1;True;False
005485-2;2023;1;0;1;True;False
005486-0;2022;1;0;1;True;False
005492-5;2022;1;0;1;True;False
005501-8;2022;1;0;1;True;False
005504-2;2019;1;0;1;True;False
005506-9;2023;1;0;1;True;False
005508-5;2021;1;0;1;True;False
005509-3;2021;1;0;1;True;False
005510-7;2022;1;0;1;True;False
005525-5;2022;1;0;1;True;False
005537-9;2025;0;1;1;False;True
005546-8;2025;1;0;1;True;False
008238-4;2023;1;0;1;True;False
008250-3;2023;1;0;1;True;False
008259-7;2020;1;0;1;True;False
008259-7;2022;1;0;1;True;False
008275-9;2024;1;0;1;True;False
008278-3;2024;1;0;1;True;False
008279-1;2022;1;0;1;True;False
008284-8;2023;1;0;1;True;False
008284-8;2024;1;0;1;True;False
008289-9;2024;1;0;1;True;False
008302-0;2024;1;0;1;True;False
009164-2;2023;1;0;1;True;False
009165-0;2022;1;0;1;True;False
009165-0;2024;1;0;1;True;False
009213-4;2023;1;0;1;True;False
009227-4;2021;1;0;1;True;False
009236-3;2023;1;0;1;True;False
009254-1;2022;1;0;1;True;False
011197-0;2024;1;0;1;True;False
011216-0;2024;1;0;1;True;False
011222-4;2024;1;0;1;True;False
011224-0;2024;1;0;1;True;False
011226-7;2024;1;0;1;True;False
014063-5;2023;1;0;1;True;False
014110-0;2023;1;0;1;True;False
015138-6;2022;1;0;1;True;False
015164-5;2022;1;0;1;True;False
015176-9;2022;1;0;1;True;False
015200-5;2025;1;0;1;True;False
015204-8;2022;1;0;1;True;False
015205-6;2024;1;0;1;True;False
015208-0;2024;1;0;1;True;False
015212-9;2024;1;0;1;True;False
015219-6;2024;1;0;1;True;False
015238-2;2025;1;0;1;True;False
015243-9;2024;1;0;1;True;False
017037-2;2021;0;1;1;False;True
017045-3;2021;1;0;1;True;False
017047-0;2021;0;1;1;False;True
017051-8;2021;1;0;1;True;False
017077-1;2022;1;0;1;True;False
017077-1;2023;1;0;1;True;False
017078-0;2024;1;0;1;True;False
017083-6;2025;1;0;1;True;False
017087-9;2023;1;0;1;True;False
021437-0;2022;1;0;1;True;False
021462-0;2022;1;0;1;True;False
022170-8;2022;1;0;1;True;False
022181-3;2023;1;0;1;True;False
022190-2;2022;1;0;1;True;False
023161-4;2023;0;1;1;False;True
023163-0;2022;0;1;1;False;True
023174-6;2025;1;0;1;True;False
023179-7;2022;0;1;1;False;True
023180-0;2022;0;1;1;False;True
023181-9;2024;1;0;1;True;False
023187-8;2025;1;0;1;True;False
023189-4;2025;1;0;1;True;False
024215-2;2023;1;0;1;True;False
024244-6;2021;1;0;1;True;False
024245-4;2022;0;1;1;False;True
024249-7;2022;1;0;1;True;False
024260-8;2024;1;0;1;True;False
025205-0;2024;1;0;1;True;False
025267-0;2023;1;0;1;True;False
025285-9;2021;1;0;1;True;False
025291-3;2022;1;0;1;True;False
025303-0;2023;1;0;1;True;False
025309-0;2023;0;1;1;False;True
025312-0;2023;1;0;1;True;False
025312-0;2024;1;0;1;True;False
025312-0;2025;1;0;1;True;False
025317-0;2023;1;0;1;True;False
029142-0;2021;1;0;1;True;False
029148-0;2022;0;1;1;False;True
029154-4;2023;1;0;1;True;False
029157-9;2023;1;0;1;True;False
029157-9;2024;1;0;1;True;False
035120-2;2021;1;0;1;True;False
073028-9;2022;0;1;1;False;True
073029-7;2022;0;1;1;False;True
073029-7;2023;0;1;1;False;True
080035-0;2023;1;0;1;True;False
093004-0;2023;1;0;1;True;False
093005-9;2024;0;1;1;False;True
093010-5;2024;1;0;1;True;False
095005-0;2025;1;0;1;True;False
096002-0;2024;1;0;1;True;False
096003-9;2025;1;0;1;True;False
600005;2023;0;1;1;False;True
