fipe_code;model_year;localiza_count;movida_count;total_count;localiza_present;movida_present;SiglaCombustivel;codigoTipoCombustivel
001558-0;2025;20;1;21;True;True;F;5
005526-3;2023;21;0;21;True;False;F;5
024249-7;2023;21;0;21;True;False;F;5
005534-4;2024;19;1;20;True;True;F;5
014112-7;2024;20;0;20;True;False;H;6
017081-0;2023;16;4;20;True;True;F;5
005484-4;2025;18;1;19;True;True;F;5
017088-7;2023;15;4;19;True;True;F;5
001536-9;2024;12;5;17;True;True;F;5
004512-8;2024;17;0;17;True;False;F;5
025267-0;2025;0;17;17;False;True;F;5
001538-5;2024;11;5;16;True;True;F;5
001536-9;2025;6;9;15;True;True;F;5
004515-2;2024;14;1;15;True;True;F;5
005525-5;2025;6;9;15;True;True;F;5
017082-8;2025;15;0;15;True;False;F;5
001453-2;2025;7;7;14;True;True;D;3
001531-8;2023;10;4;14;True;True;F;5
001558-0;2024;11;3;14;True;True;F;5
002111-3;2023;14;0;14;True;False;F;5
005490-9;2023;3;11;14;True;True;F;5
024249-7;2024;7;7;14;True;True;F;5
004500-4;2025;12;0;12;True;False;F;5
005509-3;2023;10;2;12;True;True;F;5
015165-3;2024;12;0;12;True;False;F;5
015235-8;2024;12;0;12;True;False;F;5
015237-4;2025;11;1;12;True;True;F;5
015243-9;2025;10;2;12;True;True;F;5
025290-5;2024;0;12;12;False;True;F;5
004494-6;2024;7;4;11;True;True;F;5
004515-2;2025;9;2;11;True;True;F;5
004526-8;2025;0;11;11;False;True;F;5
005536-0;2024;8;3;11;True;True;F;5
015217-0;2024;7;4;11;True;True;F;5
015239-0;2024;11;0;11;True;False;F;5
001542-3;2023;9;1;10;True;True;F;5
004494-6;2023;10;0;10;True;False;F;5
004504-7;2024;10;0;10;True;False;F;5
004517-9;2023;7;3;10;True;True;F;5
004518-7;2023;10;0;10;True;False;F;5
023160-6;2025;10;0;10;True;False;D;3
025322-7;2024;5;5;10;True;True;F;5
096010-1;2025;10;0;10;True;False;G;1
001526-1;2022;5;4;9;True;True;F;5
002111-3;2024;6;3;9;True;True;F;5
004542-0;2025;9;0;9;True;False;F;5
005525-5;2023;7;2;9;True;True;F;5
023186-0;2024;9;0;9;True;False;F;5
004413-0;2024;2;6;8;True;True;D;3
004525-0;2023;5;3;8;True;True;F;5
005485-2;2022;8;0;8;True;False;F;5
005534-4;2025;6;2;8;True;True;F;5
011230-5;2025;8;0;8;True;False;F;5
001509-1;2022;2;5;7;True;True;F;5
004501-2;2024;5;2;7;True;True;F;5
005510-7;2023;2;5;7;True;True;F;5
014115-1;2024;7;0;7;True;False;F;5
025325-1;2025;0;7;7;False;True;F;5
001453-2;2023;4;2;6;True;True;D;3
001519-9;2024;2;4;6;True;True;F;5
004503-9;2023;6;0;6;True;False;F;5
004541-1;2024;6;0;6;True;False;F;5
005484-4;2024;4;2;6;True;True;F;5
005485-2;2024;3;3;6;True;True;F;5
009172-3;2022;4;2;6;True;True;G;1
015215-3;2024;6;0;6;True;False;F;5
015216-1;2023;6;0;6;True;False;F;5
015216-1;2024;6;0;6;True;False;F;5
017074-7;2023;6;0;6;True;False;F;5
023180-0;2024;5;1;6;True;True;F;5
025197-6;2024;0;6;6;False;True;D;3
001453-2;2024;4;1;5;True;True;D;3
001494-0;2026;0;5;5;False;True;F;5
002203-9;2024;2;3;5;True;True;F;5
004552-7;2025;5;0;5;True;False;D;3
005537-9;2025;5;0;5;True;False;F;5
014116-0;2024;5;0;5;True;False;F;5
015243-9;2024;3;2;5;True;True;F;5
017070-4;2024;1;4;5;True;True;F;5
023191-6;2025;0;5;5;False;True;F;5
025313-8;2025;4;1;5;True;True;F;5
096002-0;2025;5;0;5;True;False;H;6
001461-3;2022;1;3;4;True;True;F;5
001505-9;2023;2;2;4;True;True;F;5
001556-3;2024;3;1;4;True;True;F;5
002201-2;2024;3;1;4;True;True;F;5
004413-0;2023;1;3;4;True;True;D;3
004540-3;2024;4;0;4;True;False;F;5
004540-3;2025;4;0;4;True;False;F;5
005491-7;2022;2;2;4;True;True;F;5
005532-8;2023;4;0;4;True;False;D;3
005542-5;2024;2;2;4;True;True;F;5
005547-6;2025;4;0;4;True;False;G;1
011223-2;2023;1;3;4;True;True;F;5
015190-4;2024;3;1;4;True;True;F;5
015200-5;2024;4;0;4;True;False;F;5
017035-6;2021;4;0;4;True;False;F;5
017070-4;2025;4;0;4;True;False;F;5
017080-1;2023;4;0;4;True;False;D;3
017081-0;2024;3;1;4;True;True;F;5
017085-2;2023;4;0;4;True;False;F;5
017087-9;2024;1;3;4;True;True;F;5
023187-8;2023;4;0;4;True;False;G;1
023192-4;2025;4;0;4;True;False;F;5
001424-9;2021;0;3;3;False;True;F;5
001530-0;2023;0;3;3;False;True;F;5
001561-0;2025;2;1;3;True;True;F;5
001578-4;2025;0;3;3;False;True;H;6
002182-2;2024;2;1;3;True;True;H;6
002207-1;2024;0;3;3;False;True;F;5
003421-5;2023;3;0;3;True;False;D;3
004511-0;2025;0;3;3;False;True;F;5
004512-8;2023;3;0;3;True;False;F;5
004514-4;2025;3;0;3;True;False;F;5
004519-5;2025;3;0;3;True;False;F;5
005508-5;2022;3;0;3;True;False;F;5
005527-1;2023;2;1;3;True;True;F;5
005528-0;2022;3;0;3;True;False;F;5
008279-1;2024;3;0;3;True;False;H;6
009164-2;2023;3;0;3;True;False;G;1
011198-8;2022;0;3;3;False;True;F;5
011235-6;2025;0;3;3;False;True;F;5
015165-3;2023;3;0;3;True;False;F;5
015212-9;2025;3;0;3;True;False;F;5
015217-0;2023;3;0;3;True;False;F;5
015236-6;2024;3;0;3;True;False;F;5
017070-4;2023;3;0;3;True;False;F;5
017075-5;2023;2;1;3;True;True;D;3
017075-5;2024;2;1;3;True;True;D;3
023187-8;2024;3;0;3;True;False;G;1
023189-4;2025;3;0;3;True;False;G;1
024245-4;2022;1;2;3;True;True;F;5
025196-8;2022;3;0;3;True;False;D;3
025301-4;2024;3;0;3;True;False;F;5
025324-3;2025;0;3;3;False;True;F;5
083016-0;2024;3;0;3;True;False;G;1
001519-9;2025;2;0;2;True;False;F;5
001538-5;2023;2;0;2;True;False;F;5
001544-0;2023;2;0;2;True;False;F;5
001554-7;2023;2;0;2;True;False;F;5
001555-5;2024;2;0;2;True;False;F;5
001586-5;2025;0;2;2;False;True;D;3
002015-0;2024;0;2;2;False;True;D;3
002111-3;2022;2;0;2;True;False;F;5
002112-1;2023;2;0;2;True;False;F;5
002142-3;2024;2;0;2;True;False;D;3
002182-2;2023;2;0;2;True;False;H;6
004512-8;2025;2;0;2;True;False;F;5
004515-2;2023;2;0;2;True;False;F;5
004516-0;2024;2;0;2;True;False;F;5
004532-2;2023;2;0;2;True;False;F;5
005408-9;2023;0;2;2;False;True;F;5
005459-3;2023;2;0;2;True;False;F;5
005493-3;2022;2;0;2;True;False;F;5
005506-9;2023;2;0;2;True;False;D;3
005509-3;2022;2;0;2;True;False;F;5
005526-3;2022;2;0;2;True;False;F;5
005531-0;2025;1;1;2;True;True;F;5
005533-6;2023;0;2;2;False;True;F;5
005546-8;2025;2;0;2;True;False;F;5
005547-6;2024;2;0;2;True;False;G;1
008289-9;2024;2;0;2;True;False;G;1
011197-0;2024;2;0;2;True;False;F;5
011224-0;2024;0;2;2;False;True;F;5
011224-0;2025;0;2;2;False;True;F;5
011226-7;2024;1;1;2;True;True;F;5
014059-7;2024;2;0;2;True;False;F;5
015201-3;2024;2;0;2;True;False;F;5
015204-8;2022;2;0;2;True;False;F;5
015205-6;2024;2;0;2;True;False;F;5
015214-5;2023;2;0;2;True;False;F;5
015215-3;2023;1;1;2;True;True;F;5
015218-8;2024;2;0;2;True;False;F;5
015237-4;2024;2;0;2;True;False;F;5
015242-0;2024;2;0;2;True;False;F;5
017074-7;2025;2;0;2;True;False;F;5
017081-0;2022;2;0;2;True;False;F;5
017083-6;2024;2;0;2;True;False;D;3
017083-6;2025;2;0;2;True;False;D;3
017087-9;2023;2;0;2;True;False;F;5
017088-7;2022;1;1;2;True;True;F;5
017098-4;2025;2;0;2;True;False;G;1
023175-4;2024;1;1;2;True;True;F;5
023180-0;2022;0;2;2;False;True;F;5
023188-6;2025;2;0;2;True;False;G;1
024264-0;2023;1;1;2;True;True;F;5
025279-4;2025;0;2;2;False;True;F;5
025300-6;2023;2;0;2;True;False;F;5
025311-1;2025;2;0;2;True;False;F;5
025313-8;2023;2;0;2;True;False;F;5
025319-7;2024;1;1;2;True;True;F;5
083015-1;2024;2;0;2;True;False;D;3
093013-0;2024;1;1;2;True;True;G;1
096003-9;2025;2;0;2;True;False;H;6
001461-3;2021;0;1;1;False;True;F;5
001494-0;2022;1;0;1;True;False;F;5
001502-4;2021;1;0;1;True;False;F;5
001527-0;2024;1;0;1;True;False;F;5
001531-8;2022;1;0;1;True;False;F;5
001537-7;2022;1;0;1;True;False;F;5
001537-7;2025;0;1;1;False;True;F;5
001538-5;2022;0;1;1;False;True;F;5
001542-3;2022;1;0;1;True;False;F;5
001549-0;2024;0;1;1;False;True;F;5
001552-0;2023;0;1;1;False;True;F;5
001556-3;2025;0;1;1;False;True;F;5
001557-1;2024;1;0;1;True;False;F;5
001557-1;2025;0;1;1;False;True;F;5
001558-0;2023;1;0;1;True;False;F;5
001577-6;2025;0;1;1;False;True;H;6
001579-2;2025;0;1;1;False;True;H;6
002015-0;2025;1;0;1;True;False;D;3
002144-0;2024;1;0;1;True;False;D;3
002144-0;2025;1;0;1;True;False;D;3
002168-7;2024;0;1;1;False;True;F;5
002182-2;2025;1;0;1;True;False;H;6
002200-4;2023;1;0;1;True;False;H;6
002200-4;2024;0;1;1;False;True;H;6
002203-9;2022;0;1;1;False;True;F;5
002203-9;2023;1;0;1;True;False;F;5
002204-7;2024;1;0;1;True;False;H;6
002207-1;2023;1;0;1;True;False;F;5
002217-9;2024;0;1;1;False;True;H;6
003481-9;2023;0;1;1;False;True;G;1
003484-3;2026;0;1;1;False;True;D;3
004397-4;2023;1;0;1;True;False;D;3
004397-4;2024;1;0;1;True;False;D;3
004415-6;2025;1;0;1;True;False;F;5
004502-0;2022;1;0;1;True;False;F;5
004512-8;2022;0;1;1;False;True;F;5
004514-4;2023;1;0;1;True;False;F;5
004514-4;2024;0;1;1;False;True;F;5
004516-0;2023;1;0;1;True;False;F;5
004529-2;2024;1;0;1;True;False;G;1
004538-1;2023;1;0;1;True;False;G;1
004539-0;2025;1;0;1;True;False;F;5
004542-0;2024;1;0;1;True;False;F;5
005338-4;2019;0;1;1;False;True;D;3
005484-4;2023;1;0;1;True;False;F;5
005489-5;2021;0;1;1;False;True;G;1
005500-0;2022;1;0;1;True;False;F;5
005508-5;2021;1;0;1;True;False;F;5
005510-7;2022;1;0;1;True;False;F;5
005526-3;2021;1;0;1;True;False;F;5
005527-1;2022;1;0;1;True;False;F;5
005531-0;2023;0;1;1;False;True;F;5
005531-0;2024;1;0;1;True;False;F;5
005533-6;2025;1;0;1;True;False;F;5
005535-2;2023;0;1;1;False;True;F;5
005543-3;2023;0;1;1;False;True;F;5
005544-1;2024;0;1;1;False;True;F;5
008238-4;2023;1;0;1;True;False;G;1
008256-2;2024;1;0;1;True;False;H;6
008275-9;2024;1;0;1;True;False;H;6
008279-1;2023;1;0;1;True;False;H;6
008280-5;2023;0;1;1;False;True;G;1
008284-8;2023;1;0;1;True;False;G;1
008287-2;2023;0;1;1;False;True;H;6
008288-0;2024;1;0;1;True;False;H;6
009164-2;2024;1;0;1;True;False;G;1
009213-4;2023;1;0;1;True;False;F;5
011198-8;2023;1;0;1;True;False;F;5
011216-0;2024;0;1;1;False;True;D;3
014110-0;2024;1;0;1;True;False;G;1
014110-0;2025;1;0;1;True;False;G;1
015190-4;2022;0;1;1;False;True;F;5
015202-1;2025;1;0;1;True;False;F;5
015205-6;2023;0;1;1;False;True;F;5
015208-0;2024;1;0;1;True;False;F;5
015211-0;2022;0;1;1;False;True;F;5
015213-7;2024;1;0;1;True;False;F;5
015214-5;2024;1;0;1;True;False;F;5
015238-2;2024;1;0;1;True;False;F;5
015244-7;2024;1;0;1;True;False;F;5
017034-8;2021;0;1;1;False;True;F;5
017037-2;2021;1;0;1;True;False;D;3
017070-4;2022;1;0;1;True;False;F;5
017074-7;2024;1;0;1;True;False;F;5
017077-1;2025;0;1;1;False;True;D;3
017080-1;2024;1;0;1;True;False;D;3
023178-9;2022;0;1;1;False;True;F;5
023181-9;2024;0;1;1;False;True;F;5
024215-2;2023;1;0;1;True;False;F;5
024260-8;2024;0;1;1;False;True;D;3
025198-4;2025;1;0;1;True;False;D;3
025205-0;2022;0;1;1;False;True;D;3
025205-0;2023;0;1;1;False;True;D;3
025205-0;2024;0;1;1;False;True;D;3
025205-0;2025;1;0;1;True;False;D;3
025267-0;2022;1;0;1;True;False;F;5
025267-0;2023;1;0;1;True;False;F;5
025281-6;2023;1;0;1;True;False;F;5
025281-6;2024;0;1;1;False;True;F;5
025289-1;2020;0;1;1;False;True;F;5
025300-6;2024;1;0;1;True;False;F;5
025301-4;2023;1;0;1;True;False;F;5
025312-0;2024;0;1;1;False;True;F;5
025313-8;2024;0;1;1;False;True;F;5
025329-4;2025;0;1;1;False;True;F;5
029148-0;2022;0;1;1;False;True;H;6
029159-5;2025;1;0;1;True;False;H;6
029168-4;2025;1;0;1;True;False;H;6
071045-8;2023;0;1;1;False;True;H;6
083019-4;2024;1;0;1;True;False;G;1
083021-6;2025;1;0;1;True;False;D;3
093004-0;2023;1;0;1;True;False;G;1
093010-5;2024;1;0;1;True;False;H;6
093011-3;2024;0;1;1;False;True;G;1
095005-0;2024;1;0;1;True;False;H;6
095005-0;2025;1;0;1;True;False;H;6
096006-3;2024;1;0;1;True;False;E;4
600005;2024;0;1;1;False;True;;
