origin,destination,carrier,price
MEX,PTY,Aeromexico,R$2951
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,Aeromexico,R$2951
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
MEX,PTY,COPA,R$2963
HMO,MEX,Viva,R$345
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Volaris,Price unavailable
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Viva,R$345
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
HMO,MEX,Aeromexico,R$827
SCL,MEX,LATAM,R$3656
NLU,OAX,Viva,R$167
NLU,OAX,Aeromexico,R$268
NLU,OAX,Viva,R$167
MEX,HAV,Aeromexico,R$1826
MEX,ZCL,Aeromexico,R$916
MEX,SJD,Viva,R$380
MEX,SJD,Volaris,Price unavailable
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
MEX,SJD,Viva,R$380
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
MEX,SJD,Aeromexico,R$687
SLC,GDL,Aeromexico,R$1885
NLU,DGO,Aeromexico,R$792
LHR,MEX,Aeromexico,R$3806
LHR,MEX,British Airways,R$4569
LHR,MEX,Aeromexico,R$3806
MEX,TQO,Aeromexico,R$704
ZCL,MEX,Aeromexico,R$780
RDU,MEX,Aeromexico,R$1593
NLU,MID,Viva,R$251
NLU,MID,Aeromexico,R$304
NLU,MID,Viva,R$355
NLU,MID,Volaris,Price unavailable
NLU,MID,Viva,R$251
NLU,MID,Aeromexico,R$304
NLU,MID,Viva,R$355
MEX,CJS,Viva,R$359
MEX,CJS,Aeromexico,R$647
MEX,CJS,Volaris,Price unavailable
MEX,CJS,Aeromexico,R$999
MEX,CJS,Viva,R$359
MEX,CJS,Aeromexico,R$647
MEX,CJS,Aeromexico,R$999
MEX,DGO,Aeromexico,R$829
MEX,DGO,Aeromexico,R$878
MEX,DGO,Aeromexico,R$829
TAP,MEX,Aeromexico,R$574
TAP,MEX,Aeromexico,R$574
TAP,MEX,Aeromexico,R$608
TAP,MEX,Volaris,Price unavailable
TAP,MEX,Aeromexico,R$574
TAP,MEX,Aeromexico,R$574
TAP,MEX,Aeromexico,R$608
MEX,IAH,Viva,R$812
MEX,IAH,United,R$1045
MEX,IAH,Aeromexico,R$1045
MEX,IAH,Volaris,Price unavailable
MEX,IAH,United,R$1045
MEX,IAH,Aeromexico,R$1045
MEX,IAH,United,R$1155
MEX,IAH,United,R$1282
MEX,IAH,Viva,R$812
MEX,IAH,United,R$1045
MEX,IAH,Aeromexico,R$1045
MEX,IAH,United,R$1045
MEX,IAH,Aeromexico,R$1045
MEX,IAH,United,R$1155
MEX,IAH,United,R$1282
MEX,CUU,Viva,R$371
MEX,CUU,Volaris,Price unavailable
MEX,CUU,Aeromexico,R$1021
MEX,CUU,Aeromexico,R$1021
MEX,CUU,Aeromexico,R$1021
MEX,CUU,Viva,R$371
MEX,CUU,Aeromexico,R$1021
MEX,CUU,Aeromexico,R$1021
MEX,CUU,Aeromexico,R$1021
MEX,TRC,Viva,R$310
MEX,TRC,Aeromexico,R$820
MEX,TRC,Aeromexico,R$820
MEX,TRC,Aeromexico,R$820
MEX,TRC,Viva,R$310
MEX,TRC,Aeromexico,R$820
MEX,TRC,Aeromexico,R$820
MEX,BOS,Aeromexico,R$3614
MEX,TGZ,Viva,R$313
MEX,TGZ,Volaris,Price unavailable
MEX,TGZ,Aeromexico,R$674
MEX,TGZ,Aeromexico,R$707
MEX,TGZ,Aeromexico,R$707
MEX,TGZ,Viva,R$313
MEX,TGZ,Aeromexico,R$674
MEX,TGZ,Aeromexico,R$707
MEX,TGZ,Aeromexico,R$707
MEX,YUL,Air Canada,R$3729
MEX,YUL,Aeromexico,R$3780
MEX,YUL,Air Canada,R$3729
MEX,MCO,Aeromexico,R$1030
MEX,MCO,Aeromexico,R$1030
MEX,MCO,Aeromexico,R$1030
MEX,MCO,Volaris,Price unavailable
MEX,MCO,Aeromexico,R$1030
MEX,MCO,Aeromexico,R$1030
MEX,MCO,Aeromexico,R$1030
CJS,MEX,Viva,R$367
CJS,MEX,Volaris,Price unavailable
CJS,MEX,Aeromexico,R$554
CJS,MEX,Aeromexico,R$554
CJS,MEX,Aeromexico,R$554
CJS,MEX,Viva,R$367
CJS,MEX,Aeromexico,R$554
CJS,MEX,Aeromexico,R$554
CJS,MEX,Aeromexico,R$554
BOS,MEX,Aeromexico,R$1887
MIA,CUN,American,R$903
MIA,CUN,American,R$903
MIA,CUN,American,R$903
MIA,CUN,Aeromexico,R$903
MIA,CUN,American,R$903
MIA,CUN,American,R$903
MIA,CUN,Aeromexico,R$903
MTY,ATL,Delta,R$1821
MTY,ATL,Delta,R$1821
MTY,ATL,Delta,R$1821
DGO,NLU,Aeromexico,R$360
LAS,MEX,Viva,R$397
LAS,MEX,Aeromexico,R$1520
LAS,MEX,Volaris,Price unavailable
LAS,MEX,Viva,R$397
LAS,MEX,Aeromexico,R$1520
MEX,MID,Viva,R$377
MEX,MID,Viva,R$493
MEX,MID,Viva,R$551
MEX,MID,Volaris,Price unavailable
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Viva,R$377
MEX,MID,Viva,R$493
MEX,MID,Viva,R$551
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
MEX,MID,Aeromexico,R$843
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
BJX,MEX,Aeromexico,R$1191
MZT,MEX,Viva,R$682
MZT,MEX,Aeromexico,R$737
MZT,MEX,Aeromexico,R$737
MZT,MEX,Volaris,Price unavailable
MZT,MEX,Aeromexico,R$737
MZT,MEX,Viva,R$682
MZT,MEX,Aeromexico,R$737
MZT,MEX,Aeromexico,R$737
MZT,MEX,Aeromexico,R$737
MEX,BOG,Avianca,R$979
MEX,BOG,Avianca,R$979
MEX,BOG,Avianca,R$979
MEX,BOG,Avianca,R$1062
MEX,BOG,Aeromexico,R$1210
MEX,BOG,Aeromexico,R$1210
MEX,BOG,Avianca,R$979
MEX,BOG,Avianca,R$979
MEX,BOG,Avianca,R$1062
MEX,BOG,Aeromexico,R$1210
MEX,BOG,Aeromexico,R$1210
MEX,CUL,Aeromexico,R$791
MEX,CUL,Aeromexico,R$791
MEX,CUL,Aeromexico,R$1296
MEX,CUL,Volaris,Price unavailable
MEX,CUL,Aeromexico,R$791
MEX,CUL,Aeromexico,R$791
MEX,CUL,Aeromexico,R$1296
EWR,MEX,Aeromexico,R$1754
EWR,MEX,United,R$1754
EWR,MEX,United,R$1754
EWR,MEX,Volaris,Price unavailable
EWR,MEX,Aeromexico,R$1754
EWR,MEX,United,R$1754
EWR,MEX,United,R$1754
MEX,MLM,Aeromexico,R$757
MEX,SEA,Aeromexico,R$2760
NLD,MEX,Aeromexico,R$663
LAX,ZLO,Alaska,R$1068
CPE,MEX,Aeromexico,R$806
CPE,MEX,Aeromexico,R$806
CPE,MEX,Aeromexico,R$806
